galaxy,subset,n_points,morph_slice,quality_flag,hubble_type,distance_mpc,luminosity_36e9_sol,mhi_1e9_sol_mass,gas_fraction_proxy,reff_kpc,rdisk_kpc,sbeff_sol_lum_pc2,rmse_c4_4_kms,rmse_baryon_kms,rmse_mond_kms,rmse_nfw_kms,rmse_iso_kms,rmse_burkert_kms,mae_c4_4_kms,mae_baryon_kms,mae_mond_kms,mae_nfw_kms,mae_iso_kms,mae_burkert_kms,median_abs_c4_4_kms,median_abs_baryon_kms,median_abs_mond_kms,median_abs_nfw_kms,median_abs_iso_kms,median_abs_burkert_kms,vflat_sample_kms,c4_vflat_proxy_kms,best_comparator_equal_weight
ESO116-G012,external_151,15,bulge_rich_hsb,1,7,13.0,4.292,1.083,0.20148837209302325,2.75,1.51,90.54,16.033297660717206,53.75488699848651,10.982969192558523,10.698886977421182,4.53377963727099,7.321569754548611,15.079741260508115,48.435729777867365,9.271830299020571,9.87225321393128,3.4622795918937688,6.672922193387927,15.699690881194172,58.6390826903589,6.372527598032676,9.978489345874394,2.724551885529543,6.586534388233034,109.1,98.50362434081303,iso
ESO444-G084,external_151,7,low_mass_dwarf,2,10,4.83,0.071,0.135,0.6553398058252428,0.75,0.46,19.81,14.801040704268406,31.816455194409706,6.92492203394151,2.928776963591989,3.733441737737668,2.656976396424967,13.567249582428188,30.194390979993937,5.13582318890567,2.430737176363587,3.2620612367528135,2.271367254074373,15.945456988332367,33.758501750201404,3.2100364045267185,2.6311264391098064,3.325860566283019,2.711903893899354,0.0,59.59540145059296,burkert
ESO563-G021,external_151,30,bulge_rich_hsb,1,4,60.8,311.177,24.298,0.0724286459497727,10.59,5.45,429.37,51.817890612237264,149.96907252986185,31.986607742653806,125.84616824049283,69.85703722885766,74.63231708870116,49.37845911132739,134.1833070181563,26.23002828498071,113.56771417324647,64.91494294606777,67.47320063641138,49.174698921348124,152.9248643142753,20.788925260128963,128.36265233305625,74.70559652151012,69.0143465021021,314.6,271.65420018565436,mond
F561-1,external_151,6,low_mass_dwarf,3,9,66.4,4.077,1.622,0.28461133532198635,5.39,2.79,22.12,32.42394502409696,11.3124602522263,52.171122436386234,2.962965812409064,2.57272211740783,1.9759689744165692,30.324859187431503,10.406051363091327,51.01749441291452,2.700737557461686,2.446382022529962,1.5451649508654206,31.53703408487023,12.251223556033388,52.01703422235584,2.5339100786087876,2.5660901376910346,1.1690154226628913,50.0,96.22934187496519,burkert
F563-1,external_151,17,low_mass_dwarf,1,9,48.9,1.903,3.2,0.6270821085635901,4.61,3.52,14.22,16.652166578037217,63.40593457772694,13.624548636235772,11.60411273485247,10.056115954015322,10.411660802762992,13.669719462485558,60.427931998893484,12.118856148758042,10.169042846542325,8.828200911876381,8.696957421019206,12.031453751932574,65.25892031454055,11.52763188856919,10.868801988883163,10.377727448554921,9.112405106436395,109.9,110.01811969789875,iso
F563-V1,external_151,6,low_mass_dwarf,3,10,54.0,1.54,0.61,0.2837209302325581,5.01,3.79,9.75,28.744928275225885,5.301337701602728,46.55744862116489,2.5781646081882736,2.417453752659094,2.4212057743091364,26.09019560085817,4.6029748130361465,44.6598361466684,2.328807962497043,2.1639720891828,1.9701876523858202,24.923125247803885,4.783931412953985,43.890797815915334,2.1801628857349282,1.7262462594682608,2.221809725809198,0.0,71.49123614786257,iso
F563-V2,external_151,10,low_mass_dwarf,1,10,59.7,2.986,2.169,0.42075654704170706,4.49,2.43,23.6,27.5710216549588,64.44733507942395,12.59259080988709,17.041305391110356,5.718786336365975,8.485180180909113,24.38589848004354,58.230839578296965,9.833249753179604,16.32221973085312,5.101994700295919,7.868144519325853,23.09844253977834,72.75877495867157,7.239127343327684,18.020440319314716,4.527973642271746,7.4658085304971,116.6,99.36673208256467,iso
F565-V2,external_151,7,low_mass_dwarf,2,10,51.8,0.559,0.699,0.5556438791732909,3.57,2.17,6.93,6.91860979111629,42.596131547358574,12.48125400001297,9.307252179720965,5.180734358578242,3.0902648354062507,6.287506750994402,39.44908431334103,12.064867253265945,7.907791919681734,4.217602841979494,2.7203694099895297,7.577795177015844,45.827407418924224,10.780177569672574,6.984465008360729,2.951950287044042,3.382707716111028,0.0,75.23863066268046,burkert
F567-2,external_151,5,low_mass_dwarf,3,9,79.0,2.134,2.449,0.5343661357189613,5.43,3.08,11.5,21.78597516333905,19.030042756601805,40.711146281225055,3.6632908407799634,4.288810402045996,3.7822087743828336,19.87398822866388,18.24881995193021,39.62535759759491,2.8747763880552784,4.077035054195713,3.4159422704098623,20.735371383927294,20.006877123851407,40.38541539576939,2.9217249063010726,3.338330096878444,4.382006998649221,0.0,82.77389124687376,nfw
F568-1,external_151,12,ordinary_disk,1,5,90.7,6.252,4.498,0.4184186046511628,7.0,5.18,20.36,26.310274363322602,70.3239616162002,9.51963538887148,22.688996168229256,4.483464100182062,5.056422715408558,24.25314879606826,65.30854448757897,7.692392234821621,21.07652815192552,3.9175639987422826,4.185366299157245,23.83162836063336,77.49733710647158,6.371125231682743,22.302967040905415,4.165876881895743,4.0139455005631905,0.0,123.29343888751997,iso
F568-3,external_151,18,ordinary_disk,1,7,82.4,8.346,3.195,0.2768390953990122,7.47,4.99,23.81,7.539234587520148,47.371949145341006,22.467486129589776,12.07332132365264,5.609945991578732,8.645413671759869,6.956717129554961,41.98751424673824,21.22208412589564,10.310590538246627,5.199439714876771,7.281644385914149,7.600489965584465,49.55964967427773,23.9426582413355,8.479961918864305,5.276563067629845,6.369066792906747,0.0,122.23421926488014,iso
F568-V1,external_151,15,ordinary_disk,1,7,80.6,3.825,2.491,0.3943951868271057,4.4,2.85,31.39,24.88800439258794,68.59969484536967,8.769273458290582,14.453082262790305,5.617707514516627,6.674839675752699,23.324860107612157,64.91989701182922,7.429536287046194,13.572862863958143,4.790620319253702,5.109463365821028,24.182654310203397,76.77455240735972,8.300479334429681,14.3648612728432,5.038757989105033,4.842420169496066,112.3,100.25141605447782,iso
F571-8,external_151,13,bulge_rich_hsb,1,5,53.3,10.164,1.782,0.14917127071823205,1.4,3.56,825.71,9.719963049685752,33.246651148716275,53.76007932091125,19.490694160006864,9.596003384514702,10.22038730728693,8.684854023713937,22.921409562566375,51.7702135820278,17.451843596868727,8.66067647722552,9.170378419834943,7.020721620065466,13.092181753991866,58.60400303315629,18.22058127571193,10.414950092714506,11.651688503125001,139.7,146.38671616026141,iso
F571-V1,external_151,7,ordinary_disk,2,7,80.1,1.849,1.217,0.39693411611219837,4.38,2.47,15.3,8.732597918953731,41.36530715123614,28.352434394126405,7.482686417250766,3.286074078172666,4.695873017095971,7.781925617195431,39.09304447556862,28.03882509911551,5.488581738591364,3.022319328576544,3.7305278572297604,7.056928624923373,44.09976072293981,27.77295801347359,4.835011221893723,3.189638565279168,2.428118000523739,83.6,99.02541791079052,iso
F574-1,external_151,14,ordinary_disk,1,7,96.8,6.537,3.524,0.35026339330086476,5.87,4.46,29.98,8.084718753673748,48.589027003693985,20.611244559407066,5.761873588489294,3.0419180748979495,2.5879602350837643,7.043400148714232,46.00988200499518,18.91004895295671,3.202628101441379,1.6893259496788782,2.410659938340274,6.546519010994977,52.25369191005614,17.73614970725933,0.96966274234655,0.4660952607190012,2.5108169250045496,97.8,110.41152273485652,burkert
F574-2,external_151,5,low_mass_dwarf,3,9,89.1,2.877,1.701,0.371559633027523,6.48,3.76,10.89,40.07316463081276,4.947489471523849,60.44075324905208,4.478228401051082,3.4559636595370553,3.5331663499481074,39.05802084011607,4.277201803202476,59.64935781245297,3.9117325197542785,2.9028767041125167,3.0568106951142835,41.860810741100764,5.031096332619619,62.45843117905156,3.440172684840693,2.3871914526212805,3.1760666070205694,0.0,89.10633738094852,iso
F579-V1,external_151,14,ordinary_disk,1,5,89.5,11.848,2.245,0.1592989427375293,5.76,3.37,56.6,19.742170699019972,60.589143497464605,15.121920539443238,8.327939125918416,5.804324152135642,10.724998272945086,15.041865421152304,59.40880450245134,13.178601505935546,7.7298565780540285,5.49778055619312,8.27424753386747,11.563027059272414,60.57634818285888,14.363313462849064,7.889375368773294,5.489396763162432,6.229666047851197,112.1,118.5773361418883,iso
F583-1,external_151,25,low_mass_dwarf,1,9,35.4,0.986,2.126,0.6831619537275063,3.74,2.36,11.19,9.981814623750955,41.17022549368451,10.715294941303437,9.403099347797506,4.157298846901161,3.5652432288588525,8.771753865554233,36.009190627346015,9.252578893787431,7.912698337026529,3.524275728044295,2.5726093558416983,8.464231383772628,40.18787941517775,7.675861181528106,7.0120643246646,3.3738861706983343,1.4065216115067933,85.8,81.44378869055159,burkert
F583-4,external_151,12,ordinary_disk,1,5,53.3,1.715,0.641,0.2720713073005094,3.31,1.93,24.94,3.8110533136126605,32.38406282923316,17.588781008458398,2.8244217099452764,4.206938714874545,4.0683305566919765,3.2250626494761403,29.81836961121844,17.176372629053372,2.168500650527417,3.234864209709197,2.972872323935025,2.9936329491626665,33.62931830567087,18.148239888853112,2.3081854817379437,2.5844440623355807,1.6121873961197224,0.0,70.09463795389959,nfw
IC2574,external_151,34,low_mass_dwarf,2,9,3.91,1.016,1.036,0.5048732943469786,3.18,2.78,15.88,10.672010947548218,26.584210791692932,29.180935265517952,8.160539691695599,2.3684182175906527,2.749219085851748,10.273886569406368,23.343468684355244,29.032484735227722,7.128508843733111,1.9292644590917707,2.2912662050119206,10.409304454808565,21.960620475762976,29.30606253126599,7.516381793728414,1.7922258463929275,1.8692113519622495,66.4,74.45551249543409,iso
IC4202,calibration_24,32,bulge_rich_hsb,1,4,100.4,179.749,12.326,0.06417284914746844,8.55,4.78,391.59,61.425421981445076,135.25644762446888,30.886133873458974,100.5262769092806,31.527972646568262,34.56623098042312,58.39109785319878,129.76042159976913,29.04783836801041,95.97064157403008,29.95632694361739,33.01900935373558,57.052346496980974,142.84767688393435,28.33608271070905,106.96991276469747,29.56140222472061,33.3235998023448,242.6,194.84967598145371,mond
KK98-251,calibration_24,15,low_mass_dwarf,2,10,6.8,0.085,0.115,0.575,1.28,1.34,7.89,4.866124842036286,10.109803509462324,21.21876457796366,3.866611989585257,1.716646531148677,2.267089175351637,4.092547265835333,8.452729938450274,20.848640404526193,3.4638091934577058,1.4511002570235063,1.5729538962593985,3.0634086223875148,7.980642995401606,20.769115988300666,3.067642728059745,1.1307735490199171,1.104120216774298,33.7,46.184902650460835,iso
NGC0024,external_151,29,bulge_rich_hsb,1,5,7.3,3.889,0.676,0.1480832420591457,2.01,1.34,151.65,36.62889837720366,50.79760722936676,8.596148006890248,10.041583197815969,7.114424373556407,8.579767708049733,33.728953638638956,47.121073249423276,7.983320812481816,7.546181660692061,4.768410629337364,7.73750287773107,39.55693342638157,49.85907457602099,8.367547950921299,5.751683300671829,2.852499489523524,7.544110240933783,106.3,92.39731798998191,iso
NGC0055,external_151,21,low_mass_dwarf,2,9,2.11,4.628,1.565,0.25270466655901824,3.67,6.11,54.55,24.760746053918787,26.066109323213997,51.632857512168165,3.642225196380859,2.2528941461519336,3.4790712596228563,19.475189846359786,25.31977668613021,49.16158216450396,2.8825052121879198,1.8774809701907562,2.726093082114944,15.718983060801662,27.466797446006176,47.51926290369022,2.8138364716920847,1.8976344554763784,1.8680039772437027,85.6,132.71363485287787,iso
NGC0100,external_151,21,bulge_rich_hsb,1,6,13.5,3.232,1.99,0.3810800459594025,2.81,1.66,64.99,3.95836813920442,42.449532710303785,18.795034419448392,6.653299797776309,3.304571722364522,3.6406502528109908,2.913496105651427,37.71412847089529,18.058807041386622,5.234179269930326,2.9003903281728647,2.9050910238108836,2.131558989199526,42.85996570072333,17.740295587116776,4.029677131281687,2.9378519478290457,2.9881706591890875,88.1,83.52481352527727,iso
NGC0247,calibration_24,26,ordinary_disk,2,7,3.7,7.332,1.746,0.1923331130204891,5.87,3.74,33.79,9.049370819632609,47.04758719406367,28.25868450346,5.766558899832649,6.197481619868148,5.7938611907397535,8.629937806308233,45.20981794784996,27.343471720488214,4.913065484769725,5.440407200233792,4.752865187551529,8.954092033138672,45.139166590936696,30.66850893742891,3.961163003747309,4.872471761116614,4.260915793576295,104.9,119.07387380629866,nfw
NGC0289,calibration_24,28,bulge_rich_hsb,2,4,20.8,72.065,27.469,0.27597604838547635,2.69,6.74,1587.93,49.55575216416684,78.83557831584363,90.97936408664296,48.52182991210435,30.60200308272587,31.601839153132588,40.72870965796607,65.99591289119735,79.81158677465682,44.58802863933453,26.734956281338896,25.29705428636588,32.484259890080594,65.15197708617755,59.558949599210635,46.77183216992758,25.582503156163867,17.005270811007563,163.0,256.6679419769318,iso
NGC0300,external_151,25,ordinary_disk,2,7,2.08,2.922,0.936,0.24261275272161742,1.77,1.75,147.51,9.58722864489587,51.68632811250291,13.972224631634514,5.056805823814612,4.459334822675693,3.8799788112152096,8.867037368903809,48.87154285297495,13.143949759625889,3.671527676068854,3.6370885907028994,3.246503270664403,9.330476613847182,54.28291844161168,12.616817879865891,2.4454686559515864,2.4968951445196836,3.1983993028204623,93.3,84.42379656357177,burkert
NGC0801,external_151,13,bulge_rich_hsb,1,5,80.7,312.57,23.201,0.06909768860324447,7.76,8.72,818.14,122.68146878032199,54.42181526817265,162.29174028592084,53.39922948662953,53.762496684208536,53.34742978615657,101.72169141711893,46.002521690399576,132.48695334060176,45.33766445396528,44.34897213590911,45.43556422215572,112.82547609433811,48.38308482335307,171.51073969559104,35.728316916416105,40.3677512625967,36.961155825745436,220.1,408.27723731969087,burkert
NGC0891,external_151,18,bulge_rich_hsb,1,3,9.91,138.34,4.462,0.031246060979538103,3.68,2.55,1617.45,28.057701998937866,61.67816850903883,51.628263444129175,41.98751525396148,25.54160041735992,26.935950210396893,13.409030494123462,53.41193685228188,50.239646373498175,31.762649340324554,19.857279878433847,9.114953333930746,7.696175465778737,54.69842878968147,48.75324026737488,31.44746521754753,13.89891679265807,2.64698962250057,216.1,233.73529373282068,iso
NGC1003,calibration_24,36,bulge_rich_hsb,1,6,11.4,6.82,5.88,0.462992125984252,2.76,1.61,140.87,13.97227061492686,58.53734795301332,37.19870436801231,7.92654849142303,4.261787746418534,7.755423300712295,12.69122196384201,54.79617014308754,36.77975520285679,6.477210340270933,3.6286052744497415,6.610331810309216,11.696809308208138,62.38705417332764,36.189183829644065,7.04752907211256,3.3955757222332466,6.989631014893895,109.8,127.18845813093704,iso
NGC1090,external_151,24,bulge_rich_hsb,1,4,37.0,72.045,8.783,0.10866283961003612,6.36,3.53,283.68,21.074613017477226,65.43772065341986,50.12949517948857,32.04267446997344,5.578857558409352,6.061138030373146,18.998723447625792,59.230371806555354,49.75297196557059,29.567407736415607,4.279453718561885,4.3275703235284455,22.07111189545769,66.07040410195239,50.948390477487024,31.15667578126164,3.1209868959448244,2.739303841687132,164.4,198.33597747923918,iso
NGC1705,calibration_24,14,low_mass_dwarf,3,11,5.73,0.533,0.139,0.2068452380952381,0.49,0.39,347.4,17.005112523675646,41.162293036517525,8.25110862459134,6.288111174371414,7.871020011803413,6.272522245966433,14.100620636229861,40.72737310375486,7.168585707496603,5.683827687711712,7.249469878447546,5.317262539114288,11.416874774528925,42.16121842706342,8.399134299514259,6.744484900107182,8.732655852761283,6.077786901415436,71.9,68.80034329011842,burkert
NGC2366,external_151,26,low_mass_dwarf,3,10,3.27,0.236,0.647,0.7327293318233296,1.08,0.65,31.98,8.352808459550149,21.00761821791469,25.769003959208078,4.879144154909722,3.6784786668922917,4.658010649500491,5.802103681128306,18.998954886046427,24.614199169035693,4.417763630330838,3.167054622262209,4.079885924783393,3.180342453759163,21.901350351503552,21.97387812076672,4.951040086664886,2.5770663759931836,4.236795176708803,50.2,69.27594041834999,iso
NGC2403,calibration_24,73,bulge_rich_hsb,1,6,3.16,10.041,3.199,0.24161631419939575,2.16,1.39,341.06,17.31237657572147,60.66437688907154,18.279643515388244,19.689674009272686,8.17583297660672,8.088482812345205,16.59460457832589,51.63400496044473,14.295960276496002,14.776981307242671,6.70130796930754,6.771410970139804,18.213505968533696,36.8437525566212,11.75777011672951,8.702767248601177,6.207108582717353,6.816112852533465,131.2,115.28580919022328,burkert
NGC2683,external_151,11,bulge_rich_hsb,2,3,9.81,80.415,1.406,0.01718385255618973,3.34,2.18,1139.8,24.230532916490645,97.01480133046223,17.964311137819454,52.277407753743354,9.752632193674682,14.026620727075949,21.208600640613756,93.48092572803849,15.868931288743054,51.01631651993037,8.114411983471733,12.499923678767002,19.21134418857369,96.8697314358252,15.061327177953558,55.1637858589737,7.337556796616752,11.842048340257861,154.0,191.80497310464767,iso
NGC2841,external_151,50,bulge_rich_hsb,1,3,14.1,188.121,9.775,0.04939463152362857,5.51,3.64,983.63,103.12268177519185,183.40377871646032,60.64034238715089,152.24914840445018,69.03714105079656,95.40813463507763,100.22727102532346,181.45351393262212,58.44707020482264,151.330449282305,68.80577181890455,93.78215503844741,90.2670778846394,171.1180869431425,52.83808701834596,148.61593736633063,67.13980243050693,92.4791356779792,284.8,235.85102937480414,mond
NGC2903,external_151,34,bulge_rich_hsb,1,4,6.6,81.863,2.552,0.030231593911034766,4.54,2.33,632.16,51.570477154848824,42.34603631333442,84.58806008631281,32.02937138334627,24.774316441011315,24.85257640703857,48.80277976806996,36.184863604042086,82.43446624743672,29.073152076029768,19.781596751890234,20.509940024949664,48.671994250648666,27.968936379501827,81.04897992129129,30.191783558232018,21.318714884837874,20.857100020907822,184.6,267.44124639747713,iso
NGC2915,calibration_24,30,low_mass_dwarf,2,11,4.06,0.641,0.508,0.4421235857267189,0.53,0.55,347.4,11.232251143915628,50.05429725763754,13.561340671879217,9.094842729477499,7.704221972539555,7.99118145496347,10.56569973562581,46.62582657996373,9.221435827147127,7.151004787614969,6.682338017085952,6.675748670294875,10.595248915361708,53.87199535797134,5.457289726671732,5.687924929398854,5.980149378408818,5.87426351189848,83.5,75.1142776499989,iso
NGC2955,calibration_24,24,bulge_rich_hsb,1,3,97.9,319.422,28.949,0.0830981912960608,7.22,18.76,974.61,91.08773280400649,93.82609610210366,100.80325237254249,70.97313017408962,39.52241899085038,29.14640255098385,80.95043740268274,81.71933862974667,81.00287938857547,62.85002529458641,30.548707478152625,25.982820077719463,83.3274331963137,80.79527033267607,65.61094350888054,61.450840883270715,25.68781839256293,27.852820844286327,0.0,382.4769983097945,burkert
NGC2976,external_151,27,bulge_rich_hsb,2,5,3.58,3.371,0.172,0.04854642957945243,1.31,1.01,308.2,17.95742434558893,21.165115705111987,17.73198729824233,10.264088606618042,5.666186124979294,5.154322322022254,14.294700385384933,16.575092251635894,16.72489918099985,9.616576365778615,5.046339727132801,4.746892982413302,9.811951095961497,11.46783828528806,18.98249128171482,10.228362439723725,5.653549595871237,4.848540515830109,85.4,58.70626454791386,burkert
NGC2998,external_151,13,bulge_rich_hsb,1,5,68.1,150.902,23.451,0.1345029910583701,7.06,6.2,479.55,44.38051844495478,74.55327380057427,58.21031224389472,50.734222151046154,14.345990281660475,25.4132409919395,41.70792542126023,71.32728892355127,51.87299388337518,47.22008553081285,12.30040295055006,21.1921222577702,46.53208945692698,68.72271845955333,62.44097974997095,42.653744780660105,14.983555556654835,23.390037375124052,209.9,260.96939452318884,iso
NGC3109,external_151,25,low_mass_dwarf,1,9,1.33,0.194,0.477,0.7108792846497763,1.64,1.56,11.4,5.702609951909688,32.941446355988205,10.983280105068655,5.811494381258093,3.7335469125591056,3.7111244784620845,5.265263931870928,29.842509799772397,10.842394316074511,4.773424235394658,3.305196982174298,3.538139261117795,5.9915474363708014,33.22242060214768,10.502456596461208,4.406404205292091,3.578999670199387,3.9315774101167875,66.2,61.77163596066572,burkert
NGC3198,external_151,43,bulge_rich_hsb,1,5,13.8,38.279,10.869,0.2211483681940262,5.84,3.14,178.99,9.170887342996567,63.102079423449354,39.44835405152438,27.924021443421427,4.013248812784597,5.082757372758582,6.7622163893367215,51.69126504120816,38.73315108832037,22.43488991801809,3.393443172047971,4.3098955354921,5.469875309462623,40.10480769340222,39.53495072855719,13.820722369457691,3.3850100026553207,4.336903915756551,150.1,174.1114527783533,iso
NGC3521,external_151,41,bulge_rich_hsb,1,4,7.7,84.836,4.154,0.04667940218002023,2.45,2.4,2232.7,26.306768428036488,32.498270293550036,64.11512171404826,28.307838288081385,24.719676591538864,24.287258991677678,24.408874964053656,24.198351461384814,56.520678238466935,24.841997631794687,22.357586765791005,22.391260525869132,25.776259465368412,17.233931474198528,67.4492191418517,25.035007545668037,21.48266746980073,23.089024478768977,213.7,248.93970637370387,burkert
NGC3726,external_151,12,bulge_rich_hsb,2,5,18.0,70.234,6.473,0.08438604038744835,7.52,3.4,198.08,27.774951304933786,60.70452396888518,61.55246170473577,30.0260023472952,8.871617554817972,9.779442393910958,25.38389743700832,52.4882476636192,60.857477075529495,25.172687232954477,7.018617911864773,8.520672317653561,20.00918698277264,47.608799643593464,62.53593089759056,17.10547306587391,6.092220924758621,8.447698921128023,168.0,197.04809647775863,iso
NGC3741,calibration_24,21,low_mass_dwarf,1,10,3.21,0.028,0.182,0.8666666666666667,0.32,0.2,42.94,1.8068478298322237,24.738171998127093,13.645990041101825,1.4543696927769092,2.8795320790828027,3.306986817416685,1.4287938087825385,22.92663491059072,13.447505080813455,1.221031249937034,2.6500478862998276,2.6437925279996617,1.3139887749108183,23.55637935264565,13.255937369117326,1.1155716743987725,2.554514659190385,1.611319585688193,50.1,54.27962213021215,nfw
NGC3769,external_151,12,bulge_rich_hsb,2,3,18.0,18.679,5.529,0.2283955717118308,2.18,3.38,626.37,25.68930641328519,42.8788186094869,66.12387874970739,9.886306971831166,5.695054335863671,6.187538747333358,22.67283670709068,34.635368015888936,64.72134492400028,8.650197953219338,4.761628227665983,4.762001429631236,24.980075618606392,26.32254484753556,69.02131464235285,6.843053941691444,4.162110839395162,4.010350203417637,118.6,157.06495549072775,iso
NGC3877,external_151,13,bulge_rich_hsb,2,5,18.0,72.535,1.483,0.02003566699991894,4.39,2.53,598.18,15.692443676048995,49.16437543108293,38.47599220963271,25.705253954652928,11.800757611144649,10.932700224795552,13.40562236284945,45.345869883176505,37.64775502738069,23.08813202279846,7.967032327718016,5.738856347940921,12.613116765082907,45.676659400487594,35.02059745506256,25.011781948335965,4.421219777234683,2.0285657773892467,168.4,176.50807706641132,burkert
NGC3893,external_151,10,bulge_rich_hsb,1,5,18.0,58.525,5.799,0.09015297556122133,2.43,2.38,1573.37,5.609316164951162,61.81591828814808,43.03710365660743,32.73797938160479,6.979166127427488,7.132762697686948,4.35288570902502,53.379524155392154,41.68308002070886,26.373108352732675,6.002191586550973,6.240359992969107,4.013853956681061,53.64779240967115,39.72749925444005,24.732914099940388,5.561448811352122,6.197271203609617,174.0,188.14324133927593,c4_4
NGC3917,external_151,17,bulge_rich_hsb,1,6,18.0,21.966,1.888,0.07914815125345853,5.56,2.63,112.94,13.414349669798883,68.5053601905138,17.6319071960434,25.659039520064596,9.147497519246745,8.991014406979458,12.856768676845334,62.98277720658424,14.741642429060088,23.942922609588944,7.907914712697137,7.151305005335301,13.56053487899727,75.89754644468296,11.096325690426312,28.062429558469056,9.781464069757973,5.337742784882778,135.9,126.73061673403937,burkert
NGC3949,external_151,7,bulge_rich_hsb,2,4,18.0,38.067,3.371,0.081350451276606,2.39,3.59,1058.84,10.535432796201995,15.591450397774457,55.31498350038683,2.768142756038389,3.989558009708036,2.81663449094518,8.000231323144925,15.186984390422085,52.35666210829539,2.163228796704043,3.649605647600812,2.5406148745373422,5.096837247555953,15.11395997140778,56.447049973040436,0.9492540133182388,4.24917217566184,2.882822791615979,163.0,171.50869048204467,nfw
NGC3953,external_151,8,bulge_rich_hsb,1,4,18.0,141.301,2.832,0.019648519076131073,6.17,4.89,587.26,25.331958451652223,46.546747955926854,57.9736597156396,23.36430859822019,4.562902308999642,6.273074025458902,22.171713155695752,46.51472461472177,53.79030906943329,23.251835317611754,3.769673297425115,5.677210575068557,22.155214571657282,46.111184770737864,57.345421514830036,23.032140856216387,3.466167191015046,6.498329376839948,220.8,252.4365728861062,iso
NGC3972,external_151,10,bulge_rich_hsb,1,4,18.0,14.353,1.214,0.0779854821095908,3.73,2.18,164.75,16.522067614766048,53.42256357149217,17.423408125297723,16.501209166911547,6.581405828416282,4.053829291175599,15.512160368404446,48.3993035342125,16.503772972723265,14.036562990565836,6.189603299220633,3.5774163635865905,16.029082400641087,50.82344444795986,17.86416321933187,12.502227939598079,6.1290362710797766,3.262765751551207,132.7,120.483431379819,burkert
NGC3992,external_151,9,bulge_rich_hsb,1,4,23.7,226.932,16.599,0.06815970040775098,9.99,4.96,360.44,14.689517515473536,128.29600246648857,25.58743588893433,97.72488805606193,20.85821903599758,35.059848566565286,12.509560806932503,126.26322068375222,24.94425881345565,96.34701418554513,19.491417828339618,34.61669453616155,11.86177732224101,133.63060631855032,24.394436245849533,105.18780543181578,20.09554397993324,34.31685079807215,241.0,259.5201900415334,c4_4
NGC4010,external_151,12,bulge_rich_hsb,2,7,18.0,17.193,2.832,0.14142322097378274,6.63,2.81,14.75,6.481057678026927,43.06193046396972,33.95208362539481,14.477505033813998,7.463640097846827,6.2876223466066365,5.008082101345999,37.23902102495952,33.32653042063967,13.250658341798356,6.356928636980942,4.7886604699443565,3.060498033525768,42.484264355092925,35.25128735744306,13.804797500831175,6.483074996231615,4.113403408564075,125.8,137.15194265797592,burkert
NGC4013,external_151,36,bulge_rich_hsb,2,3,18.0,79.094,2.967,0.03615603027016488,4.11,3.53,746.16,20.392485113782268,83.18608704240465,43.786666400609086,45.431960187252926,9.510526447592609,12.308041400578814,17.03823670612993,79.76408003544734,41.07010257596994,42.85987771943192,7.611361357478434,9.903599677420383,12.901382258325484,69.3914532235417,42.33076213521146,35.256662914590294,6.376521487492852,8.37484951176927,172.9,202.6724616225561,iso
NGC4051,external_151,7,bulge_rich_hsb,2,4,18.0,95.268,2.697,0.027530240391976726,6.87,4.65,319.76,37.60039604441656,13.617857520897273,85.01720358143741,9.46065951865149,11.648549720321512,9.327124222113552,32.12592138017082,8.533432286395291,78.31759100279419,7.98187453339025,8.528927443461384,7.640128183574719,29.23534956684682,3.106821288229739,77.57658291716973,7.2061027641618125,7.0913393241964116,5.631394044914771,157.0,220.02917155700473,burkert
NGC4068,external_151,6,low_mass_dwarf,2,10,4.37,0.236,0.154,0.39487179487179486,1.11,0.59,30.26,3.4133113044646697,13.089096237378847,19.617297099261865,5.928845551081559,2.6478950839852953,2.834439538963104,2.743686532235008,10.516185456537245,19.49154972949903,5.074450640297999,2.328858783910031,2.5427640081679206,2.0958956571278247,9.778592138278864,19.509265167500697,5.3334373691395935,2.196058787688049,2.6790338229486963,0.0,41.26882456697075,iso
NGC4085,external_151,7,bulge_rich_hsb,2,5,18.0,21.724,1.349,0.05846660598968491,2.0,1.65,856.7,16.166500394885055,30.627875310918014,44.806139998958045,20.002695672700707,14.594958231167336,14.43584815223799,14.547608224017633,28.13080867131726,43.77528236634628,16.3029626755013,11.165436870269959,9.406287893864473,13.742196980505938,28.5182647778456,39.12588849317936,11.876999727256091,6.578444246751104,4.13057243697871,131.5,126.3127927241815,burkert
NGC4088,external_151,12,bulge_rich_hsb,1,4,18.0,107.286,8.226,0.07121338042800748,6.1,2.58,457.96,28.54966565587022,49.978818894323865,63.18180491754996,26.081050824804493,12.69145987821446,11.362765224223594,27.097488391700157,44.821830470603125,62.99459332663414,24.302054791718177,7.9780942477620025,7.985702737996463,29.10911259755578,48.7828211514644,63.841559858914835,23.189174112801055,3.6139344640267836,5.053836963685455,171.7,207.38189026691555,burkert
