series,x_log10_gbar,y_log10_gobs,n_points,residual_vs_official
official_all,-10.04,-9.91,,
official_all,-10.14,-9.97,,
official_all,-10.27,-10.01,,
official_all,-11.03,-10.69,,
official_all,-11.0,-10.66,,
official_all,-10.05,-9.9,,
official_all,-10.15,-9.92,,
official_all,-10.11,-9.92,,
official_all,-10.13,-10.02,,
official_all,-10.26,-10.13,,
official_all,-10.38,-10.21,,
official_all,-9.82,-9.64,,
official_all,-9.85,-9.7,,
official_all,-9.89,-9.75,,
official_all,-9.93,-9.8,,
official_all,-9.97,-9.83,,
official_all,-10.03,-9.87,,
official_all,-10.09,-9.92,,
official_all,-10.16,-9.96,,
official_all,-10.23,-10.0,,
official_all,-10.3,-10.03,,
official_all,-10.35,-10.06,,
official_all,-10.4,-10.08,,
official_all,-10.45,-10.13,,
official_all,-10.5,-10.24,,
official_all,-10.54,-10.27,,
official_all,-10.59,-10.27,,
official_all,-10.63,-10.28,,
official_all,-10.67,-10.3,,
official_all,-10.71,-10.32,,
official_all,-10.75,-10.34,,
official_all,-10.78,-10.34,,
official_all,-10.81,-10.34,,
official_all,-10.84,-10.35,,
official_all,-10.87,-10.37,,
official_all,-10.9,-10.39,,
official_all,-10.92,-10.39,,
official_all,-10.94,-10.4,,
official_all,-10.97,-10.4,,
official_all,-10.99,-10.4,,
official_all,-11.01,-10.4,,
official_all,-11.04,-10.42,,
official_all,-11.06,-10.43,,
official_all,-11.09,-10.44,,
official_all,-11.11,-10.46,,
official_all,-11.13,-10.49,,
official_all,-11.15,-10.52,,
official_all,-10.37,-10.19,,
official_all,-10.42,-10.18,,
official_all,-10.48,-10.17,,
official_all,-10.53,-10.15,,
official_all,-10.57,-10.13,,
official_all,-10.6,-10.16,,
official_all,-10.65,-10.22,,
official_all,-10.72,-10.28,,
official_all,-10.79,-10.34,,
official_all,-10.08,-9.66,,
official_all,-10.15,-9.79,,
official_all,-10.27,-9.88,,
official_all,-10.39,-9.98,,
official_all,-10.55,-10.09,,
official_all,-10.7,-10.23,,
official_all,-10.82,-10.28,,
official_all,-10.93,-10.34,,
official_all,-11.02,-10.4,,
official_all,-10.45,-10.0,,
official_all,-10.46,-10.0,,
official_all,-10.47,-10.02,,
official_all,-10.51,-10.05,,
official_all,-10.48,-10.08,,
official_all,-10.48,-10.1,,
official_all,-10.55,-10.11,,
official_all,-10.63,-10.13,,
official_all,-10.72,-10.18,,
official_all,-9.71,-9.52,,
official_all,-9.83,-9.59,,
official_all,-9.91,-9.66,,
official_all,-9.95,-9.73,,
official_all,-10.02,-9.81,,
official_all,-10.09,-9.88,,
official_all,-10.18,-9.93,,
official_all,-10.28,-10.02,,
official_all,-9.62,-9.55,,
official_all,-9.67,-9.58,,
official_all,-9.72,-9.67,,
official_all,-9.86,-9.74,,
official_all,-9.97,-9.8,,
official_all,-10.08,-9.84,,
official_all,-10.68,-10.34,,
official_all,-10.64,-10.17,,
official_all,-10.59,-10.02,,
official_all,-10.55,-10.07,,
official_all,-10.52,-10.09,,
official_all,-10.53,-10.1,,
official_all,-10.55,-10.11,,
official_all,-10.58,-10.13,,
official_all,-10.63,-10.16,,
official_all,-10.66,-10.2,,
official_all,-10.7,-10.24,,
official_all,-10.74,-10.27,,
official_all,-10.79,-10.3,,
official_all,-10.86,-10.33,,
official_all,-10.91,-10.35,,
official_all,-10.97,-10.39,,
official_all,-9.41,-9.41,,
official_all,-9.68,-9.55,,
official_all,-9.84,-9.63,,
official_all,-10.04,-9.78,,
official_all,-10.2,-9.9,,
official_all,-10.35,-9.98,,
official_all,-10.5,-10.06,,
official_all,-10.63,-10.17,,
official_all,-10.73,-10.24,,
official_all,-10.81,-10.32,,
official_all,-10.03,-9.74,,
official_all,-10.08,-9.73,,
official_all,-10.11,-9.76,,
official_all,-10.09,-9.8,,
official_all,-10.05,-9.86,,
official_all,-10.05,-9.89,,
official_all,-10.08,-9.93,,
official_all,-10.11,-9.96,,
official_all,-10.14,-10.01,,
official_all,-10.21,-10.05,,
official_all,-10.27,-10.09,,
official_all,-10.04,-9.98,,
official_all,-10.28,-10.08,,
official_all,-10.47,-10.14,,
official_all,-10.64,-10.23,,
official_all,-10.78,-10.33,,
official_all,-10.91,-10.44,,
official_all,-11.04,-10.53,,
official_all,-11.61,-10.83,,
official_all,-11.68,-10.88,,
official_all,-11.74,-10.95,,
official_all,-11.22,-10.59,,
official_all,-11.34,-10.62,,
official_all,-11.45,-10.68,,
official_all,-11.54,-10.78,,
official_all,-11.61,-10.83,,
official_all,-11.67,-10.78,,
official_all,-11.73,-10.79,,
official_all,-11.75,-10.82,,
official_all,-11.76,-10.77,,
official_all,-11.76,-10.76,,
official_all,-11.79,-10.77,,
official_all,-11.83,-10.8,,
official_all,-11.84,-10.81,,
official_all,-11.87,-10.82,,
official_all,-11.89,-10.83,,
official_all,-11.93,-10.84,,
official_all,-11.97,-10.87,,
official_all,-12.02,-10.91,,
official_all,-12.06,-10.91,,
official_all,-10.05,-10.02,,
official_all,-10.08,-10.01,,
official_all,-10.13,-10.01,,
official_all,-10.19,-10.0,,
official_all,-10.3,-10.09,,
official_all,-10.39,-10.17,,
official_all,-10.46,-10.25,,
official_all,-10.56,-10.37,,
official_all,-10.84,-10.44,,
official_all,-11.04,-10.48,,
official_all,-11.12,-10.51,,
official_all,-11.19,-10.56,,
official_all,-8.97,-8.92,,
official_all,-9.01,-8.92,,
official_all,-9.04,-8.95,,
official_all,-9.09,-9.02,,
official_all,-9.14,-9.05,,
official_all,-9.18,-9.08,,
official_all,-9.2,-9.11,,
official_all,-9.23,-9.14,,
official_all,-9.24,-9.15,,
official_all,-9.26,-9.16,,
official_all,-9.29,-9.2,,
official_all,-9.33,-9.24,,
official_all,-9.36,-9.27,,
official_all,-9.38,-9.31,,
official_all,-9.4,-9.32,,
official_all,-9.42,-9.35,,
official_all,-9.44,-9.37,,
official_all,-9.46,-9.38,,
official_all,-9.47,-9.39,,
official_all,-9.49,-9.41,,
official_all,-9.5,-9.42,,
official_all,-9.52,-9.44,,
official_all,-9.54,-9.45,,
official_all,-9.57,-9.47,,
official_all,-9.63,-9.5,,
official_all,-9.65,-9.52,,
official_all,-9.7,-9.56,,
official_all,-9.73,-9.57,,
official_all,-9.81,-9.62,,
official_all,-10.07,-9.79,,
official_all,-10.24,-9.89,,
official_all,-10.39,-9.99,,
official_all,-10.51,-10.05,,
official_all,-10.64,-10.11,,
official_all,-10.26,-10.01,,
official_all,-10.3,-10.02,,
official_all,-10.35,-9.97,,
official_all,-10.35,-10.0,,
official_all,-10.33,-9.98,,
official_all,-10.3,-9.97,,
official_all,-10.29,-9.97,,
official_all,-10.28,-9.99,,
official_all,-10.28,-9.96,,
official_all,-10.28,-9.96,,
official_all,-10.28,-9.97,,
official_all,-10.28,-9.98,,
official_all,-10.28,-9.98,,
official_all,-10.29,-9.99,,
official_all,-10.31,-10.0,,
official_all,-10.33,-10.01,,
official_all,-10.42,-10.06,,
official_all,-10.49,-10.1,,
official_all,-10.55,-10.13,,
official_all,-10.59,-10.15,,
official_all,-10.63,-10.18,,
official_all,-10.73,-10.25,,
official_all,-10.84,-10.33,,
official_all,-10.93,-10.38,,
official_all,-11.0,-10.42,,
official_all,-11.07,-10.46,,
official_all,-11.13,-10.52,,
official_all,-11.18,-10.56,,
official_all,-11.22,-10.6,,
official_all,-11.27,-10.64,,
official_all,-11.33,-10.66,,
official_all,-11.37,-10.68,,
official_all,-11.4,-10.71,,
official_all,-11.43,-10.72,,
official_all,-11.45,-10.74,,
official_all,-11.47,-10.76,,
official_all,-11.51,-10.79,,
official_all,-12.01,-11.11,,
official_all,-11.51,-10.83,,
official_all,-11.45,-10.73,,
official_all,-11.41,-10.68,,
official_all,-11.39,-10.64,,
official_all,-11.42,-10.65,,
official_all,-11.44,-10.59,,
official_all,-11.45,-10.6,,
official_all,-11.46,-10.61,,
official_all,-11.46,-10.6,,
official_all,-11.5,-10.6,,
official_all,-11.54,-10.62,,
official_all,-11.55,-10.61,,
official_all,-11.56,-10.61,,
official_all,-11.57,-10.61,,
official_all,-11.57,-10.61,,
official_all,-11.57,-10.61,,
official_all,-11.57,-10.6,,
official_all,-11.59,-10.62,,
official_all,-11.61,-10.64,,
official_all,-11.64,-10.64,,
official_all,-9.83,-9.4,,
official_all,-9.76,-9.44,,
official_all,-9.97,-9.74,,
official_all,-10.21,-9.93,,
official_all,-10.39,-10.08,,
official_all,-10.58,-10.18,,
official_all,-10.71,-10.27,,
official_all,-10.81,-10.34,,
official_all,-10.91,-10.4,,
official_all,-11.01,-10.5,,
official_all,-10.47,-10.29,,
official_all,-10.45,-10.26,,
official_all,-10.43,-10.21,,
official_all,-10.41,-10.16,,
official_all,-10.39,-10.13,,
official_all,-10.38,-10.1,,
official_all,-10.36,-10.08,,
official_all,-10.33,-10.11,,
official_all,-10.3,-10.1,,
official_all,-10.27,-10.03,,
official_all,-10.24,-9.96,,
official_all,-10.2,-9.94,,
official_all,-10.18,-9.93,,
official_all,-10.16,-9.93,,
official_all,-10.14,-9.92,,
official_all,-10.12,-9.91,,
official_all,-10.11,-9.9,,
official_all,-10.11,-9.89,,
official_all,-10.18,-9.93,,
official_all,-10.24,-9.92,,
official_all,-10.29,-9.98,,
official_all,-9.06,-8.91,,
official_all,-9.11,-9.06,,
official_all,-9.18,-9.12,,
official_all,-9.22,-9.16,,
official_all,-9.28,-9.29,,
official_all,-9.35,-9.35,,
official_all,-9.42,-9.36,,
official_all,-9.48,-9.42,,
official_all,-9.54,-9.5,,
official_all,-9.59,-9.6,,
official_all,-9.64,-9.63,,
official_all,-9.67,-9.58,,
official_all,-9.69,-9.64,,
official_all,-9.8,-9.72,,
official_all,-9.85,-9.69,,
official_all,-9.89,-9.7,,
official_all,-9.97,-9.76,,
official_all,-10.08,-9.84,,
official_all,-10.15,-9.9,,
official_all,-10.24,-9.98,,
official_all,-10.32,-10.06,,
official_all,-10.4,-10.12,,
official_all,-10.47,-10.18,,
official_all,-10.6,-10.33,,
official_all,-11.15,-10.09,,
official_all,-11.24,-10.17,,
official_all,-11.31,-10.25,,
official_all,-11.35,-10.26,,
official_all,-11.39,-10.28,,
official_all,-11.42,-10.35,,
official_all,-11.46,-10.38,,
official_all,-11.5,-10.39,,
official_all,-11.59,-10.45,,
official_all,-11.62,-10.5,,
official_all,-11.64,-10.49,,
official_all,-11.64,-10.53,,
official_all,-11.65,-10.58,,
official_all,-11.67,-10.57,,
official_all,-11.69,-10.57,,
official_all,-11.7,-10.58,,
official_all,-11.71,-10.6,,
official_all,-11.72,-10.59,,
official_all,-11.73,-10.59,,
official_all,-11.74,-10.61,,
official_all,-11.76,-10.62,,
official_all,-9.13,-9.26,,
official_all,-9.22,-9.26,,
official_all,-9.29,-9.3,,
official_all,-9.34,-9.22,,
official_all,-9.34,-9.26,,
official_all,-9.31,-9.29,,
official_all,-9.32,-9.29,,
official_all,-9.34,-9.33,,
official_all,-9.38,-9.37,,
official_all,-9.45,-9.4,,
official_all,-9.59,-9.51,,
official_all,-9.73,-9.61,,
official_all,-9.86,-9.69,,
official_all,-9.97,-9.76,,
official_all,-10.07,-9.82,,
official_all,-10.16,-9.87,,
official_all,-10.23,-9.92,,
official_all,-10.3,-9.96,,
official_all,-10.37,-10.0,,
official_all,-10.43,-10.05,,
official_all,-10.49,-10.09,,
official_all,-10.55,-10.13,,
official_all,-10.61,-10.16,,
official_all,-10.66,-10.18,,
official_all,-10.71,-10.21,,
official_all,-10.75,-10.24,,
official_all,-10.8,-10.26,,
official_all,-10.84,-10.3,,
official_all,-10.88,-10.33,,
official_all,-10.91,-10.36,,
official_all,-10.95,-10.35,,
official_all,-10.98,-10.38,,
official_all,-9.3,-9.12,,
official_all,-9.35,-9.12,,
official_all,-9.41,-9.14,,
official_all,-9.45,-9.17,,
official_all,-9.49,-9.2,,
official_all,-9.53,-9.23,,
official_all,-9.56,-9.25,,
official_all,-9.59,-9.26,,
official_all,-9.62,-9.29,,
official_all,-9.64,-9.31,,
official_all,-9.66,-9.32,,
official_all,-9.68,-9.34,,
official_all,-9.7,-9.37,,
official_all,-9.71,-9.38,,
official_all,-9.73,-9.39,,
official_all,-9.75,-9.4,,
official_all,-9.77,-9.43,,
official_all,-9.79,-9.44,,
official_all,-9.81,-9.45,,
official_all,-9.83,-9.47,,
official_all,-9.85,-9.49,,
official_all,-9.87,-9.5,,
official_all,-9.88,-9.51,,
official_all,-9.9,-9.53,,
official_all,-9.95,-9.56,,
official_all,-10.07,-9.64,,
official_all,-10.19,-9.73,,
official_all,-10.29,-9.8,,
official_all,-10.37,-9.85,,
official_all,-10.43,-9.89,,
official_all,-10.49,-9.94,,
official_all,-10.57,-9.98,,
official_all,-10.65,-10.03,,
official_all,-10.71,-10.05,,
official_all,-10.76,-10.09,,
official_all,-10.8,-10.12,,
official_all,-10.84,-10.15,,
official_all,-10.87,-10.2,,
official_all,-10.9,-10.23,,
official_all,-10.94,-10.26,,
official_all,-10.98,-10.27,,
official_all,-11.02,-10.28,,
official_all,-11.06,-10.28,,
official_all,-11.1,-10.29,,
official_all,-11.13,-10.32,,
official_all,-11.15,-10.33,,
official_all,-11.17,-10.33,,
official_all,-11.18,-10.35,,
official_all,-11.2,-10.36,,
official_all,-11.22,-10.36,,
official_all,-9.53,-9.4,,
official_all,-9.78,-9.6,,
official_all,-10.09,-9.8,,
official_all,-10.27,-9.95,,
official_all,-10.49,-10.18,,
official_all,-10.65,-10.17,,
official_all,-10.8,-10.34,,
official_all,-10.92,-10.5,,
official_all,-11.13,-10.54,,
official_all,-11.21,-10.61,,
official_all,-11.29,-10.67,,
official_all,-10.11,-9.81,,
official_all,-10.0,-9.77,,
official_all,-9.94,-9.72,,
official_all,-9.93,-9.67,,
official_all,-9.95,-9.67,,
official_all,-9.97,-9.66,,
official_all,-10.0,-9.68,,
official_all,-10.02,-9.73,,
official_all,-10.04,-9.75,,
official_all,-10.05,-9.76,,
official_all,-10.06,-9.75,,
official_all,-10.06,-9.75,,
official_all,-10.07,-9.77,,
official_all,-10.07,-9.77,,
official_all,-10.06,-9.77,,
official_all,-10.06,-9.8,,
official_all,-10.07,-9.8,,
official_all,-10.07,-9.81,,
official_all,-10.07,-9.82,,
official_all,-10.07,-9.84,,
official_all,-10.09,-9.86,,
official_all,-10.11,-9.88,,
official_all,-10.13,-9.91,,
official_all,-10.15,-9.92,,
official_all,-10.17,-9.93,,
official_all,-10.19,-9.95,,
official_all,-10.21,-9.96,,
official_all,-10.23,-9.96,,
official_all,-10.24,-9.96,,
official_all,-10.26,-9.98,,
official_all,-10.27,-10.0,,
official_all,-10.28,-9.99,,
official_all,-10.28,-9.97,,
official_all,-10.29,-9.96,,
official_all,-10.3,-9.96,,
official_all,-10.31,-9.95,,
official_all,-10.32,-9.94,,
official_all,-10.34,-9.95,,
official_all,-10.39,-10.0,,
official_all,-10.45,-10.02,,
official_all,-10.5,-10.04,,
official_all,-10.56,-10.07,,
official_all,-10.61,-10.1,,
official_all,-10.66,-10.13,,
official_all,-10.7,-10.16,,
official_all,-10.74,-10.19,,
official_all,-10.77,-10.21,,
official_all,-10.8,-10.23,,
official_all,-10.83,-10.25,,
official_all,-10.86,-10.28,,
official_all,-10.88,-10.3,,
official_all,-10.91,-10.31,,
official_all,-10.93,-10.32,,
official_all,-10.95,-10.34,,
official_all,-10.98,-10.34,,
official_all,-11.0,-10.35,,
official_all,-11.03,-10.37,,
official_all,-11.06,-10.38,,
official_all,-11.08,-10.4,,
official_all,-11.11,-10.41,,
official_all,-11.13,-10.42,,
official_all,-11.16,-10.44,,
official_all,-11.18,-10.45,,
official_all,-11.21,-10.46,,
official_all,-11.24,-10.46,,
official_all,-11.27,-10.47,,
official_all,-11.29,-10.49,,
official_all,-11.32,-10.52,,
official_all,-11.34,-10.52,,
official_all,-11.36,-10.52,,
official_all,-11.37,-10.54,,
official_all,-11.39,-10.55,,
official_all,-9.88,-9.87,,
official_all,-10.04,-9.87,,
official_all,-10.12,-9.81,,
official_all,-10.17,-9.87,,
official_all,-10.23,-9.97,,
official_all,-10.29,-9.97,,
official_all,-10.35,-10.08,,
official_all,-10.38,-10.05,,
official_all,-10.46,-10.14,,
official_all,-10.52,-10.22,,
official_all,-10.58,-10.26,,
official_all,-10.65,-10.29,,
official_all,-10.7,-10.32,,
official_all,-10.76,-10.36,,
official_all,-10.81,-10.38,,
official_all,-10.85,-10.41,,
official_all,-10.89,-10.43,,
official_all,-10.93,-10.46,,
official_all,-10.96,-10.49,,
official_all,-10.99,-10.51,,
official_all,-11.02,-10.53,,
official_all,-11.04,-10.56,,
official_all,-10.48,-10.26,,
official_all,-10.49,-10.24,,
official_all,-10.55,-10.28,,
official_all,-10.61,-10.31,,
official_all,-10.67,-10.32,,
official_all,-10.78,-10.34,,
official_all,-10.86,-10.35,,
official_all,-10.92,-10.36,,
official_all,-10.98,-10.43,,
official_all,-11.05,-10.48,,
official_all,-11.11,-10.52,,
official_all,-11.16,-10.59,,
official_all,-11.2,-10.61,,
official_all,-11.24,-10.64,,
official_all,-11.28,-10.65,,
official_all,-11.31,-10.68,,
official_all,-11.35,-10.68,,
official_all,-11.39,-10.66,,
official_all,-11.41,-10.69,,
official_all,-11.46,-10.7,,
official_all,-11.5,-10.69,,
official_all,-11.56,-10.7,,
official_all,-11.59,-10.74,,
official_all,-11.62,-10.76,,
official_all,-11.66,-10.78,,
official_all,-11.7,-10.78,,
official_all,-11.75,-10.79,,
official_all,-11.76,-10.79,,
official_all,-11.79,-10.81,,
official_all,-11.82,-10.82,,
official_all,-11.82,-10.81,,
official_all,-11.76,-10.82,,
official_all,-11.76,-10.85,,
official_all,-11.73,-10.85,,
official_all,-11.69,-10.85,,
official_all,-8.73,-8.71,,
official_all,-9.05,-9.29,,
official_all,-9.15,-9.35,,
official_all,-9.32,-9.41,,
official_all,-9.46,-9.5,,
official_all,-9.58,-9.57,,
official_all,-9.68,-9.63,,
official_all,-9.77,-9.68,,
official_all,-9.84,-9.73,,
official_all,-9.93,-9.77,,
official_all,-10.0,-9.8,,
official_all,-10.06,-9.85,,
official_all,-10.12,-9.9,,
official_all,-10.17,-9.94,,
official_all,-10.22,-9.97,,
official_all,-10.28,-10.01,,
official_all,-10.33,-10.06,,
official_all,-10.38,-10.09,,
official_all,-9.33,-9.38,,
official_all,-9.34,-9.38,,
official_all,-9.35,-9.16,,
official_all,-9.38,-9.21,,
official_all,-9.44,-9.28,,
official_all,-9.95,-9.79,,
official_all,-10.24,-10.03,,
official_all,-10.43,-10.2,,
official_all,-10.55,-10.3,,
official_all,-10.69,-10.4,,
official_all,-10.84,-10.49,,
official_all,-10.96,-10.54,,
official_all,-11.04,-10.6,,
official_all,-10.78,-10.28,,
official_all,-10.8,-10.29,,
official_all,-10.81,-10.31,,
official_all,-10.84,-10.29,,
official_all,-10.87,-10.29,,
official_all,-10.92,-10.22,,
official_all,-10.96,-10.25,,
official_all,-11.0,-10.3,,
official_all,-11.04,-10.37,,
official_all,-11.08,-10.41,,
official_all,-11.11,-10.43,,
official_all,-11.18,-10.5,,
official_all,-11.27,-10.5,,
official_all,-11.3,-10.49,,
official_all,-11.35,-10.52,,
official_all,-11.4,-10.55,,
official_all,-10.07,-9.88,,
official_all,-10.34,-9.98,,
official_all,-10.52,-10.1,,
official_all,-10.68,-10.24,,
official_all,-10.79,-10.37,,
official_all,-10.86,-10.46,,
official_all,-10.93,-10.5,,
official_all,-11.01,-10.47,,
official_all,-11.05,-10.5,,
official_all,-11.08,-10.52,,
official_all,-11.12,-10.55,,
official_all,-11.16,-10.58,,
official_all,-11.21,-10.61,,
official_all,-11.26,-10.65,,
official_all,-11.31,-10.69,,
official_all,-11.36,-10.73,,
official_all,-11.4,-10.77,,
official_all,-11.44,-10.81,,
official_all,-11.5,-10.88,,
official_all,-11.55,-10.91,,
official_all,-11.59,-10.88,,
official_all,-11.64,-10.91,,
official_all,-11.12,-10.44,,
official_all,-11.04,-10.35,,
official_all,-11.02,-10.28,,
official_all,-11.03,-10.3,,
official_all,-11.03,-10.34,,
official_all,-11.03,-10.38,,
official_all,-11.03,-10.42,,
official_all,-11.03,-10.45,,
official_all,-11.05,-10.47,,
official_all,-11.07,-10.47,,
official_all,-11.07,-10.48,,
official_all,-11.07,-10.49,,
official_all,-11.07,-10.49,,
official_all,-11.07,-10.48,,
official_all,-11.07,-10.49,,
official_all,-11.07,-10.49,,
official_all,-11.07,-10.49,,
official_all,-11.08,-10.49,,
official_all,-11.08,-10.5,,
official_all,-11.09,-10.51,,
official_all,-11.11,-10.52,,
official_all,-11.14,-10.54,,
official_all,-11.17,-10.56,,
official_all,-11.21,-10.57,,
official_all,-11.25,-10.57,,
official_all,-11.29,-10.59,,
official_all,-10.76,-10.43,,
official_all,-10.77,-10.4,,
official_all,-10.78,-10.4,,
official_all,-10.8,-10.38,,
official_all,-10.81,-10.36,,
official_all,-10.86,-10.35,,
official_all,-10.91,-10.36,,
official_all,-10.95,-10.39,,
official_all,-11.0,-10.41,,
official_all,-11.05,-10.46,,
official_all,-11.1,-10.47,,
official_all,-11.21,-10.5,,
official_all,-11.24,-10.51,,
official_all,-11.28,-10.52,,
official_all,-11.34,-10.54,,
official_all,-11.36,-10.55,,
official_all,-10.81,-10.6,,
official_all,-10.82,-10.61,,
official_all,-10.84,-10.58,,
official_all,-10.85,-10.53,,
official_all,-10.86,-10.5,,
official_all,-10.88,-10.51,,
official_all,-10.91,-10.51,,
official_all,-10.93,-10.54,,
official_all,-10.96,-10.52,,
official_all,-10.98,-10.52,,
official_all,-11.01,-10.54,,
official_all,-11.03,-10.56,,
official_all,-11.05,-10.59,,
official_all,-11.08,-10.6,,
official_all,-11.12,-10.64,,
official_all,-11.16,-10.67,,
official_all,-11.2,-10.69,,
official_all,-11.23,-10.71,,
official_all,-11.25,-10.72,,
official_all,-11.26,-10.75,,
official_all,-10.42,-9.71,,
official_all,-10.4,-9.73,,
official_all,-10.39,-9.75,,
official_all,-10.38,-9.76,,
official_all,-10.37,-9.76,,
official_all,-10.36,-9.77,,
official_all,-10.36,-9.76,,
official_all,-10.36,-9.79,,
official_all,-10.37,-9.79,,
official_all,-10.37,-9.8,,
official_all,-10.39,-9.79,,
official_all,-10.4,-9.82,,
official_all,-10.42,-9.81,,
official_all,-10.43,-9.82,,
official_all,-10.44,-9.82,,
official_all,-10.46,-9.84,,
official_all,-11.03,-10.3,,
official_all,-11.18,-10.37,,
official_all,-11.33,-10.41,,
official_all,-11.45,-10.46,,
official_all,-11.29,-10.96,,
official_all,-11.26,-10.91,,
official_all,-11.25,-10.85,,
official_all,-11.24,-10.8,,
official_all,-11.24,-10.78,,
official_all,-11.28,-10.84,,
official_all,-11.32,-10.86,,
official_all,-11.4,-10.92,,
official_all,-9.33,-9.91,,
official_all,-9.49,-9.74,,
official_all,-9.61,-9.6,,
official_all,-9.68,-9.52,,
official_all,-9.73,-9.54,,
official_all,-9.8,-9.59,,
official_all,-9.86,-9.6,,
official_all,-9.9,-9.61,,
official_all,-9.92,-9.64,,
official_all,-9.94,-9.65,,
official_all,-9.96,-9.68,,
official_all,-9.99,-9.74,,
official_all,-10.01,-9.77,,
official_all,-10.04,-9.8,,
official_all,-10.07,-9.8,,
official_all,-10.11,-9.85,,
official_all,-10.14,-9.84,,
official_all,-10.16,-9.89,,
official_all,-10.17,-9.89,,
official_all,-10.21,-9.9,,
official_all,-10.24,-9.91,,
official_all,-10.26,-9.94,,
official_all,-10.29,-9.98,,
official_all,-10.32,-9.97,,
official_all,-10.36,-10.04,,
official_all,-10.4,-10.01,,
official_all,-10.44,-10.09,,
official_all,-10.47,-10.07,,
official_all,-10.48,-10.09,,
official_all,-10.53,-10.13,,
official_all,-10.56,-10.12,,
official_all,-11.76,-11.39,,
official_all,-11.56,-11.01,,
official_all,-11.55,-11.01,,
official_all,-11.55,-11.0,,
official_all,-11.57,-10.94,,
official_all,-11.61,-10.97,,
official_all,-11.54,-11.0,,
official_all,-11.52,-10.96,,
official_all,-11.52,-10.96,,
official_all,-11.51,-10.95,,
official_all,-11.5,-10.94,,
official_all,-11.49,-10.91,,
official_all,-11.47,-10.87,,
official_all,-11.48,-10.87,,
official_all,-11.49,-10.88,,
official_all,-11.49,-10.86,,
official_all,-11.48,-10.84,,
official_all,-11.48,-10.87,,
official_all,-11.52,-10.88,,
official_all,-11.52,-10.82,,
official_all,-11.5,-10.85,,
official_all,-11.5,-10.83,,
official_all,-11.18,-10.6,,
official_all,-11.21,-10.61,,
official_all,-11.25,-10.63,,
official_all,-11.25,-10.6,,
official_all,-11.31,-10.67,,
official_all,-11.33,-10.66,,
official_all,-11.33,-10.66,,
official_all,-11.39,-10.66,,
official_all,-11.55,-10.73,,
official_all,-11.61,-10.57,,
official_all,-11.62,-10.53,,
official_all,-11.59,-10.52,,
official_all,-11.58,-10.53,,
official_all,-11.55,-10.52,,
official_all,-11.53,-10.54,,
official_all,-11.52,-10.58,,
official_all,-11.41,-10.65,,
official_all,-11.45,-10.8,,
official_all,-10.93,-10.29,,
official_all,-11.05,-10.26,,
official_all,-11.11,-10.28,,
official_all,-11.14,-10.33,,
official_all,-11.16,-10.37,,
official_all,-11.19,-10.41,,
official_all,-11.21,-10.44,,
official_all,-11.24,-10.47,,
official_all,-11.25,-10.5,,
official_all,-11.25,-10.53,,
official_all,-11.25,-10.57,,
official_all,-11.26,-10.59,,
official_all,-11.26,-10.55,,
official_all,-11.3,-10.61,,
official_all,-11.34,-10.64,,
official_all,-11.42,-10.7,,
official_all,-11.55,-10.78,,
official_all,-9.88,-10.11,,
official_all,-10.04,-10.18,,
official_all,-10.26,-10.16,,
official_all,-10.33,-10.19,,
official_all,-10.53,-10.13,,
official_all,-10.64,-10.13,,
official_all,-10.74,-10.15,,
official_all,-10.87,-10.16,,
official_all,-11.07,-10.2,,
official_all,-11.19,-10.24,,
official_all,-11.46,-10.36,,
official_all,-11.09,-10.07,,
official_all,-11.1,-10.1,,
official_all,-11.14,-10.13,,
official_all,-11.19,-10.16,,
official_all,-11.16,-10.73,,
official_all,-11.09,-10.39,,
official_all,-11.1,-10.32,,
official_all,-11.12,-10.33,,
official_all,-11.13,-10.36,,
official_all,-11.15,-10.52,,
official_all,-11.22,-10.58,,
official_all,-11.26,-10.56,,
official_all,-11.46,-10.56,,
official_all,-11.45,-10.58,,
official_all,-11.48,-10.59,,
official_all,-9.86,-10.1,,
official_all,-9.95,-9.83,,
official_all,-10.0,-9.79,,
official_all,-9.99,-9.6,,
official_all,-9.95,-9.54,,
official_all,-9.94,-9.53,,
official_all,-9.95,-9.51,,
official_all,-9.95,-9.51,,
official_all,-9.97,-9.57,,
official_all,-9.99,-9.59,,
official_all,-10.03,-9.64,,
official_all,-10.07,-9.69,,
official_all,-10.11,-9.72,,
official_all,-10.17,-9.76,,
official_all,-10.22,-9.79,,
official_all,-10.25,-9.83,,
official_all,-10.28,-9.86,,
official_all,-10.34,-9.89,,
official_all,-10.39,-9.93,,
official_all,-10.45,-9.96,,
official_all,-10.51,-9.99,,
official_all,-10.55,-10.01,,
official_all,-10.59,-10.03,,
official_all,-10.63,-10.03,,
official_all,-10.67,-10.05,,
official_all,-10.71,-10.07,,
official_all,-10.75,-10.1,,
official_all,-10.79,-10.13,,
official_all,-11.16,-10.38,,
official_all,-10.99,-10.28,,
official_all,-11.02,-10.24,,
official_all,-11.09,-10.3,,
official_all,-11.17,-10.33,,
official_all,-11.47,-10.42,,
official_all,-10.62,-10.2,,
official_all,-10.51,-10.21,,
official_all,-10.47,-10.09,,
official_all,-10.62,-10.11,,
official_all,-10.64,-10.15,,
official_all,-10.65,-10.13,,
official_all,-10.67,-10.09,,
official_all,-10.77,-10.17,,
official_all,-10.86,-10.2,,
official_all,-10.95,-10.26,,
