series,x_log10_gbar,y_log10_gobs,n_points,residual_vs_official
official_all,-10.02,-10.01,,
official_all,-10.05,-10.01,,
official_all,-10.07,-10.02,,
official_all,-10.09,-10.02,,
official_all,-10.11,-10.03,,
official_all,-10.34,-10.17,,
official_all,-10.53,-10.3,,
official_all,-10.67,-10.32,,
official_all,-10.76,-10.34,,
official_all,-10.77,-10.35,,
official_all,-10.77,-10.35,,
official_all,-10.79,-10.35,,
official_all,-10.79,-10.36,,
official_all,-10.88,-10.41,,
official_all,-10.96,-10.47,,
official_all,-11.03,-10.51,,
official_all,-11.09,-10.52,,
official_all,-11.16,-10.54,,
official_all,-11.21,-10.55,,
official_all,-11.27,-10.57,,
official_all,-11.32,-10.58,,
official_all,-11.44,-10.66,,
official_all,-11.54,-10.73,,
official_all,-8.88,-9.0,,
official_all,-9.0,-9.08,,
official_all,-9.05,-9.11,,
official_all,-9.09,-9.14,,
official_all,-9.22,-9.25,,
official_all,-9.23,-9.26,,
official_all,-9.48,-9.49,,
official_all,-9.71,-9.68,,
official_all,-9.87,-9.77,,
official_all,-9.99,-9.82,,
official_all,-10.08,-9.86,,
official_all,-10.18,-9.92,,
official_all,-10.26,-9.98,,
official_all,-10.33,-10.02,,
official_all,-10.4,-10.06,,
official_all,-10.47,-10.12,,
official_all,-10.54,-10.17,,
official_all,-10.6,-10.2,,
official_all,-10.67,-10.24,,
official_all,-10.76,-10.29,,
official_all,-10.85,-10.33,,
official_all,-10.99,-10.38,,
official_all,-9.13,-9.15,,
official_all,-9.28,-9.24,,
official_all,-9.34,-9.26,,
official_all,-9.6,-9.34,,
official_all,-9.64,-9.35,,
official_all,-9.68,-9.37,,
official_all,-9.7,-9.38,,
official_all,-9.72,-9.4,,
official_all,-9.73,-9.42,,
official_all,-9.75,-9.43,,
official_all,-9.76,-9.45,,
official_all,-9.78,-9.47,,
official_all,-9.79,-9.49,,
official_all,-9.8,-9.5,,
official_all,-9.81,-9.52,,
official_all,-9.82,-9.54,,
official_all,-9.83,-9.57,,
official_all,-9.85,-9.58,,
official_all,-9.87,-9.6,,
official_all,-9.87,-9.61,,
official_all,-9.88,-9.62,,
official_all,-9.92,-9.67,,
official_all,-9.93,-9.69,,
official_all,-9.95,-9.71,,
official_all,-9.97,-9.73,,
official_all,-9.99,-9.75,,
official_all,-10.02,-9.79,,
official_all,-10.19,-9.9,,
official_all,-10.33,-9.97,,
official_all,-10.34,-9.97,,
official_all,-10.36,-9.98,,
official_all,-10.38,-9.99,,
official_all,-10.39,-10.0,,
official_all,-10.4,-10.01,,
official_all,-10.41,-10.01,,
official_all,-10.42,-10.02,,
official_all,-10.44,-10.03,,
official_all,-10.44,-10.03,,
official_all,-10.54,-10.1,,
official_all,-10.62,-10.16,,
official_all,-10.7,-10.21,,
official_all,-10.78,-10.26,,
official_all,-10.86,-10.32,,
official_all,-10.93,-10.35,,
official_all,-11.07,-10.36,,
official_all,-11.16,-10.41,,
official_all,-8.43,-8.18,,
official_all,-8.46,-8.29,,
official_all,-8.51,-8.39,,
official_all,-8.56,-8.47,,
official_all,-8.6,-8.54,,
official_all,-8.64,-8.6,,
official_all,-8.68,-8.64,,
official_all,-8.71,-8.69,,
official_all,-8.75,-8.73,,
official_all,-8.77,-8.76,,
official_all,-8.8,-8.79,,
official_all,-8.82,-8.82,,
official_all,-8.84,-8.85,,
official_all,-8.87,-8.88,,
official_all,-8.89,-8.9,,
official_all,-8.91,-8.92,,
official_all,-8.93,-8.94,,
official_all,-8.95,-8.96,,
official_all,-8.97,-8.98,,
official_all,-8.99,-8.99,,
official_all,-9.01,-9.01,,
official_all,-9.03,-9.02,,
official_all,-9.05,-9.04,,
official_all,-9.07,-9.05,,
official_all,-9.08,-9.06,,
official_all,-9.1,-9.07,,
official_all,-9.12,-9.08,,
official_all,-9.13,-9.09,,
official_all,-9.15,-9.11,,
official_all,-9.16,-9.11,,
official_all,-9.17,-9.12,,
official_all,-9.18,-9.13,,
official_all,-9.19,-9.14,,
official_all,-9.2,-9.14,,
official_all,-9.21,-9.15,,
official_all,-9.22,-9.16,,
official_all,-9.23,-9.16,,
official_all,-9.24,-9.17,,
official_all,-9.33,-9.22,,
official_all,-9.33,-9.22,,
official_all,-9.34,-9.23,,
official_all,-9.35,-9.23,,
official_all,-9.38,-9.25,,
official_all,-9.42,-9.27,,
official_all,-9.43,-9.27,,
official_all,-9.43,-9.27,,
official_all,-9.44,-9.28,,
official_all,-9.45,-9.28,,
official_all,-9.46,-9.28,,
official_all,-9.46,-9.29,,
official_all,-9.48,-9.3,,
official_all,-9.5,-9.31,,
official_all,-9.5,-9.31,,
official_all,-9.51,-9.31,,
official_all,-9.52,-9.32,,
official_all,-9.52,-9.32,,
official_all,-9.53,-9.32,,
official_all,-9.53,-9.33,,
official_all,-9.54,-9.33,,
official_all,-9.55,-9.34,,
official_all,-9.55,-9.34,,
official_all,-9.56,-9.34,,
official_all,-9.57,-9.35,,
official_all,-9.58,-9.36,,
official_all,-9.58,-9.36,,
official_all,-9.62,-9.39,,
official_all,-9.63,-9.39,,
official_all,-9.64,-9.4,,
official_all,-9.64,-9.4,,
official_all,-9.65,-9.4,,
official_all,-9.65,-9.41,,
official_all,-9.72,-9.46,,
official_all,-9.79,-9.52,,
official_all,-9.85,-9.58,,
official_all,-9.9,-9.63,,
official_all,-9.97,-9.69,,
official_all,-10.04,-9.73,,
official_all,-10.11,-9.77,,
official_all,-10.17,-9.81,,
official_all,-10.22,-9.84,,
official_all,-10.27,-9.86,,
official_all,-10.32,-9.89,,
official_all,-10.37,-9.92,,
official_all,-10.42,-9.95,,
official_all,-10.47,-9.99,,
official_all,-10.51,-10.02,,
official_all,-10.55,-10.05,,
official_all,-10.59,-10.08,,
official_all,-10.63,-10.1,,
official_all,-10.66,-10.12,,
official_all,-10.69,-10.14,,
official_all,-10.72,-10.16,,
official_all,-10.76,-10.18,,
official_all,-10.79,-10.2,,
official_all,-10.82,-10.22,,
official_all,-10.84,-10.23,,
official_all,-10.87,-10.24,,
official_all,-10.9,-10.26,,
official_all,-10.92,-10.27,,
official_all,-10.94,-10.28,,
official_all,-10.97,-10.3,,
official_all,-10.99,-10.32,,
official_all,-11.01,-10.34,,
official_all,-11.03,-10.35,,
official_all,-11.05,-10.36,,
official_all,-11.08,-10.36,,
official_all,-11.1,-10.36,,
official_all,-11.12,-10.37,,
official_all,-11.14,-10.37,,
official_all,-11.16,-10.38,,
official_all,-11.19,-10.41,,
official_all,-11.23,-10.43,,
official_all,-11.27,-10.42,,
official_all,-9.0,-8.91,,
official_all,-9.05,-9.01,,
official_all,-9.07,-9.09,,
official_all,-9.1,-9.17,,
official_all,-9.15,-9.25,,
official_all,-9.22,-9.31,,
official_all,-9.25,-9.35,,
official_all,-9.27,-9.37,,
official_all,-9.33,-9.43,,
official_all,-9.39,-9.47,,
official_all,-9.44,-9.51,,
official_all,-9.5,-9.55,,
official_all,-9.55,-9.58,,
official_all,-9.6,-9.6,,
official_all,-9.65,-9.63,,
official_all,-9.7,-9.64,,
official_all,-9.71,-9.65,,
official_all,-9.74,-9.66,,
official_all,-9.78,-9.68,,
official_all,-9.82,-9.69,,
official_all,-9.85,-9.71,,
official_all,-9.88,-9.73,,
official_all,-9.92,-9.74,,
official_all,-9.95,-9.76,,
official_all,-9.97,-9.78,,
official_all,-9.99,-9.79,,
official_all,-10.0,-9.8,,
official_all,-10.03,-9.82,,
official_all,-10.06,-9.83,,
official_all,-10.08,-9.85,,
official_all,-10.1,-9.87,,
official_all,-10.19,-9.94,,
official_all,-10.2,-9.95,,
official_all,-10.33,-10.05,,
official_all,-10.43,-10.1,,
official_all,-10.5,-10.17,,
official_all,-10.59,-10.25,,
official_all,-10.68,-10.36,,
official_all,-10.77,-10.46,,
official_all,-10.85,-10.51,,
official_all,-10.91,-10.55,,
official_all,-8.99,-8.75,,
official_all,-9.32,-9.2,,
official_all,-9.66,-9.51,,
official_all,-10.02,-9.76,,
official_all,-10.22,-9.88,,
official_all,-10.31,-9.94,,
official_all,-10.39,-10.02,,
official_all,-10.48,-10.09,,
official_all,-10.56,-10.14,,
official_all,-10.62,-10.18,,
official_all,-10.68,-10.22,,
official_all,-10.76,-10.24,,
official_all,-10.8,-10.26,,
official_all,-10.82,-10.28,,
official_all,-10.86,-10.31,,
official_all,-10.91,-10.34,,
official_all,-10.96,-10.36,,
official_all,-10.99,-10.39,,
official_all,-11.03,-10.41,,
official_all,-9.69,-9.33,,
official_all,-9.69,-9.34,,
official_all,-9.7,-9.35,,
official_all,-9.91,-9.54,,
official_all,-10.07,-9.67,,
official_all,-10.21,-9.74,,
official_all,-10.33,-9.8,,
official_all,-10.45,-9.88,,
official_all,-10.57,-9.97,,
official_all,-10.67,-10.06,,
official_all,-10.76,-10.13,,
official_all,-10.85,-10.19,,
official_all,-10.92,-10.23,,
official_all,-10.98,-10.27,,
official_all,-11.05,-10.3,,
official_all,-11.11,-10.32,,
official_all,-11.17,-10.35,,
official_all,-10.99,-10.0,,
official_all,-10.95,-10.1,,
official_all,-10.96,-10.16,,
official_all,-11.0,-10.26,,
official_all,-11.1,-10.35,,
official_all,-11.15,-10.41,,
official_all,-11.21,-10.45,,
official_all,-11.31,-10.49,,
official_all,-11.3,-10.53,,
official_all,-11.31,-10.56,,
official_all,-11.36,-10.59,,
official_all,-11.41,-10.62,,
official_all,-11.41,-10.65,,
official_all,-11.42,-10.68,,
official_all,-11.24,-10.68,,
official_all,-11.29,-10.67,,
official_all,-11.46,-10.7,,
official_all,-11.6,-10.75,,
official_all,-11.95,-10.51,,
official_all,-11.76,-10.45,,
official_all,-11.79,-10.52,,
official_all,-11.59,-10.54,,
official_all,-11.59,-10.58,,
official_all,-11.58,-10.6,,
official_all,-11.48,-10.63,,
official_all,-11.35,-10.64,,
official_all,-11.31,-10.67,,
official_all,-11.33,-10.71,,
official_all,-11.35,-10.75,,
official_all,-11.39,-10.79,,
official_all,-11.02,-10.46,,
official_all,-11.16,-10.46,,
official_all,-11.3,-10.55,,
official_all,-11.51,-10.68,,
official_all,-10.9,-10.33,,
official_all,-10.82,-10.36,,
official_all,-10.82,-10.21,,
official_all,-10.84,-10.23,,
official_all,-10.87,-10.18,,
official_all,-11.03,-10.42,,
official_all,-11.11,-10.54,,
official_all,-11.27,-10.64,,
official_all,-10.97,-10.27,,
official_all,-11.16,-10.31,,
official_all,-11.27,-10.37,,
official_all,-11.33,-10.43,,
official_all,-11.34,-10.51,,
official_all,-11.36,-10.53,,
official_all,-11.37,-10.56,,
official_all,-11.4,-10.6,,
official_all,-11.41,-10.64,,
official_all,-11.45,-10.69,,
official_all,-11.46,-10.71,,
official_all,-11.51,-10.75,,
official_all,-11.58,-10.78,,
official_all,-11.63,-10.84,,
official_all,-11.67,-10.88,,
official_all,-11.72,-10.88,,
official_all,-11.77,-10.89,,
official_all,-11.83,-10.9,,
official_all,-11.89,-10.96,,
official_all,-11.94,-10.96,,
official_all,-8.36,-8.44,,
official_all,-8.91,-8.93,,
official_all,-9.23,-9.2,,
official_all,-9.45,-9.36,,
official_all,-9.63,-9.48,,
official_all,-9.78,-9.56,,
official_all,-9.91,-9.64,,
official_all,-10.02,-9.7,,
official_all,-10.12,-9.77,,
official_all,-10.21,-9.84,,
official_all,-10.29,-9.89,,
official_all,-10.37,-9.94,,
official_all,-10.44,-9.97,,
official_all,-10.51,-10.01,,
official_all,-10.56,-10.04,,
official_all,-10.62,-10.07,,
official_all,-10.68,-10.09,,
official_all,-10.73,-10.12,,
official_all,-10.09,-9.89,,
official_all,-10.12,-9.92,,
official_all,-10.15,-9.94,,
official_all,-10.17,-9.94,,
official_all,-10.18,-9.95,,
official_all,-10.19,-9.94,,
official_all,-10.17,-9.94,,
official_all,-10.16,-9.93,,
official_all,-10.16,-9.94,,
official_all,-10.19,-9.92,,
official_all,-10.21,-9.92,,
official_all,-10.23,-9.94,,
official_all,-10.25,-9.97,,
official_all,-10.27,-9.98,,
official_all,-10.29,-9.99,,
official_all,-10.32,-9.98,,
official_all,-10.34,-9.94,,
official_all,-10.36,-9.98,,
official_all,-10.39,-9.98,,
official_all,-10.42,-9.98,,
official_all,-10.45,-10.02,,
official_all,-10.56,-10.13,,
official_all,-10.75,-10.31,,
official_all,-10.82,-10.4,,
official_all,-10.88,-10.47,,
official_all,-9.11,-9.23,,
official_all,-9.15,-9.25,,
official_all,-9.18,-9.27,,
official_all,-9.24,-9.32,,
official_all,-9.3,-9.37,,
official_all,-9.34,-9.4,,
official_all,-9.4,-9.44,,
official_all,-9.45,-9.48,,
official_all,-9.55,-9.54,,
official_all,-9.67,-9.61,,
official_all,-9.75,-9.68,,
official_all,-9.83,-9.73,,
official_all,-9.9,-9.78,,
official_all,-9.96,-9.82,,
official_all,-10.02,-9.87,,
official_all,-10.07,-9.91,,
official_all,-10.12,-9.95,,
official_all,-10.17,-9.99,,
official_all,-10.2,-10.01,,
official_all,-10.24,-10.03,,
official_all,-10.27,-10.05,,
official_all,-10.31,-10.07,,
official_all,-10.35,-10.08,,
official_all,-10.39,-10.11,,
official_all,-10.43,-10.13,,
official_all,-10.46,-10.15,,
official_all,-10.5,-10.16,,
official_all,-10.54,-10.18,,
official_all,-10.57,-10.19,,
official_all,-10.61,-10.2,,
official_all,-10.64,-10.23,,
official_all,-10.67,-10.25,,
official_all,-10.7,-10.25,,
official_all,-10.73,-10.27,,
official_all,-10.76,-10.27,,
official_all,-10.79,-10.3,,
official_all,-8.18,-8.4,,
official_all,-8.9,-9.01,,
official_all,-9.22,-9.25,,
official_all,-9.37,-9.32,,
official_all,-9.49,-9.47,,
official_all,-9.58,-9.55,,
official_all,-9.63,-9.58,,
official_all,-9.66,-9.64,,
official_all,-9.69,-9.65,,
official_all,-9.73,-9.69,,
official_all,-9.77,-9.69,,
official_all,-9.8,-9.69,,
official_all,-9.82,-9.69,,
official_all,-9.84,-9.69,,
official_all,-9.85,-9.71,,
official_all,-9.86,-9.73,,
official_all,-9.89,-9.75,,
official_all,-9.92,-9.77,,
official_all,-9.95,-9.8,,
official_all,-9.97,-9.81,,
official_all,-10.0,-9.85,,
official_all,-10.03,-9.86,,
official_all,-10.07,-9.88,,
official_all,-10.11,-9.91,,
official_all,-10.14,-9.93,,
official_all,-10.16,-9.96,,
official_all,-10.18,-9.98,,
official_all,-10.21,-10.01,,
official_all,-10.24,-10.02,,
official_all,-10.27,-10.05,,
official_all,-10.29,-10.06,,
official_all,-10.32,-10.05,,
official_all,-10.35,-10.07,,
official_all,-10.37,-10.08,,
official_all,-10.4,-10.1,,
official_all,-10.41,-10.11,,
official_all,-10.43,-10.12,,
official_all,-10.45,-10.14,,
official_all,-10.47,-10.14,,
official_all,-10.49,-10.16,,
official_all,-10.5,-10.18,,
official_all,-10.53,-10.21,,
official_all,-10.55,-10.23,,
official_all,-10.58,-10.25,,
official_all,-10.59,-10.27,,
official_all,-10.64,-10.28,,
official_all,-10.66,-10.3,,
official_all,-10.68,-10.32,,
official_all,-10.7,-10.33,,
official_all,-10.71,-10.34,,
official_all,-10.73,-10.35,,
official_all,-10.75,-10.34,,
official_all,-10.77,-10.36,,
official_all,-10.78,-10.36,,
official_all,-10.68,-9.86,,
official_all,-9.88,-9.45,,
official_all,-10.09,-9.66,,
official_all,-10.29,-9.86,,
official_all,-10.46,-9.99,,
official_all,-10.6,-10.12,,
official_all,-10.73,-10.21,,
official_all,-10.85,-10.3,,
official_all,-10.94,-10.37,,
official_all,-11.04,-10.42,,
official_all,-11.13,-10.46,,
official_all,-11.2,-10.48,,
official_all,-11.26,-10.5,,
official_all,-11.33,-10.55,,
official_all,-11.4,-10.58,,
official_all,-9.79,-9.67,,
official_all,-9.84,-9.76,,
official_all,-10.01,-9.83,,
official_all,-10.19,-9.9,,
official_all,-10.34,-9.98,,
official_all,-10.46,-10.08,,
official_all,-10.57,-10.14,,
official_all,-10.66,-10.19,,
official_all,-10.74,-10.24,,
official_all,-10.81,-10.29,,
official_all,-10.88,-10.33,,
official_all,-10.93,-10.35,,
official_all,-10.98,-10.38,,
official_all,-11.03,-10.41,,
official_all,-11.08,-10.43,,
official_all,-11.12,-10.46,,
official_all,-11.16,-10.5,,
official_all,-11.2,-10.53,,
official_all,-11.24,-10.53,,
official_all,-11.28,-10.56,,
official_all,-11.31,-10.59,,
official_all,-11.35,-10.61,,
official_all,-11.38,-10.63,,
official_all,-11.42,-10.65,,
official_all,-11.45,-10.66,,
official_all,-11.48,-10.69,,
official_all,-11.51,-10.69,,
official_all,-11.54,-10.71,,
official_all,-11.57,-10.7,,
official_all,-11.6,-10.74,,
official_all,-9.0,-9.13,,
official_all,-9.16,-9.11,,
official_all,-9.29,-9.23,,
official_all,-9.39,-9.36,,
official_all,-9.48,-9.46,,
official_all,-9.55,-9.56,,
official_all,-9.61,-9.62,,
official_all,-9.67,-9.62,,
official_all,-9.74,-9.67,,
official_all,-9.79,-9.74,,
official_all,-9.84,-9.74,,
official_all,-9.88,-9.8,,
official_all,-9.92,-9.83,,
official_all,-9.95,-9.89,,
official_all,-9.97,-9.89,,
official_all,-10.0,-9.91,,
official_all,-10.04,-9.94,,
official_all,-10.07,-9.95,,
official_all,-10.16,-10.03,,
official_all,-10.28,-10.09,,
official_all,-10.4,-10.15,,
official_all,-10.5,-10.23,,
official_all,-10.57,-10.27,,
official_all,-10.08,-9.92,,
official_all,-10.03,-9.73,,
official_all,-9.98,-9.57,,
official_all,-10.04,-9.58,,
official_all,-10.08,-9.66,,
official_all,-10.11,-9.72,,
official_all,-10.12,-9.72,,
official_all,-10.12,-9.68,,
official_all,-10.1,-9.66,,
official_all,-10.09,-9.68,,
official_all,-10.08,-9.69,,
official_all,-10.07,-9.72,,
official_all,-10.08,-9.74,,
official_all,-10.1,-9.79,,
official_all,-10.13,-9.83,,
official_all,-10.17,-9.88,,
official_all,-10.21,-9.92,,
official_all,-10.23,-9.9,,
official_all,-10.25,-9.94,,
official_all,-10.4,-10.06,,
official_all,-10.55,-10.17,,
official_all,-10.59,-10.19,,
official_all,-10.63,-10.2,,
official_all,-10.67,-10.22,,
official_all,-10.71,-10.24,,
official_all,-10.76,-10.25,,
official_all,-10.8,-10.28,,
official_all,-10.84,-10.29,,
official_all,-10.88,-10.3,,
official_all,-10.92,-10.31,,
official_all,-10.96,-10.34,,
official_all,-10.99,-10.35,,
official_all,-11.03,-10.36,,
official_all,-11.06,-10.37,,
official_all,-11.09,-10.41,,
official_all,-11.12,-10.44,,
official_all,-11.15,-10.48,,
official_all,-11.18,-10.5,,
official_all,-11.2,-10.54,,
official_all,-11.21,-10.53,,
official_all,-11.26,-10.53,,
official_all,-11.3,-10.57,,
official_all,-11.33,-10.54,,
official_all,-11.36,-10.59,,
official_all,-9.85,-9.34,,
official_all,-9.94,-9.39,,
official_all,-10.02,-9.4,,
official_all,-10.07,-9.43,,
official_all,-10.1,-9.46,,
official_all,-10.11,-9.48,,
official_all,-10.12,-9.48,,
official_all,-10.14,-9.51,,
official_all,-10.14,-9.54,,
official_all,-10.14,-9.54,,
official_all,-10.14,-9.57,,
official_all,-10.16,-9.6,,
official_all,-10.17,-9.63,,
official_all,-10.19,-9.65,,
official_all,-10.2,-9.68,,
official_all,-10.23,-9.72,,
official_all,-10.25,-9.75,,
official_all,-10.27,-9.78,,
official_all,-10.29,-9.8,,
official_all,-10.32,-9.83,,
official_all,-10.35,-9.85,,
official_all,-10.38,-9.84,,
official_all,-10.4,-9.87,,
official_all,-10.42,-9.89,,
official_all,-10.44,-9.9,,
official_all,-10.46,-9.91,,
official_all,-10.48,-9.91,,
official_all,-10.5,-9.94,,
official_all,-10.52,-9.96,,
official_all,-10.55,-9.96,,
official_all,-10.62,-10.02,,
official_all,-10.69,-10.07,,
official_all,-10.74,-10.12,,
official_all,-9.99,-9.53,,
official_all,-10.03,-9.68,,
official_all,-10.08,-9.75,,
official_all,-10.15,-9.85,,
official_all,-10.26,-9.94,,
official_all,-10.34,-10.01,,
official_all,-10.42,-10.06,,
official_all,-10.49,-10.14,,
official_all,-10.59,-10.19,,
official_all,-10.66,-10.21,,
official_all,-10.7,-10.29,,
official_all,-10.77,-10.34,,
official_all,-10.82,-10.38,,
official_all,-10.89,-10.42,,
official_all,-10.94,-10.42,,
official_all,-11.0,-10.45,,
official_all,-11.04,-10.48,,
official_all,-11.09,-10.5,,
official_all,-11.12,-10.53,,
official_all,-10.34,-10.06,,
official_all,-10.33,-10.07,,
official_all,-10.36,-10.24,,
official_all,-10.4,-10.32,,
official_all,-10.44,-10.36,,
official_all,-10.47,-10.38,,
official_all,-10.51,-10.35,,
official_all,-10.54,-10.37,,
official_all,-10.57,-10.4,,
official_all,-10.63,-10.35,,
official_all,-10.7,-10.31,,
official_all,-10.78,-10.3,,
official_all,-10.82,-10.34,,
official_all,-10.87,-10.38,,
official_all,-10.93,-10.39,,
official_all,-10.99,-10.39,,
official_all,-11.05,-10.42,,
official_all,-11.11,-10.45,,
official_all,-11.14,-10.48,,
official_all,-11.18,-10.51,,
official_all,-11.22,-10.55,,
official_all,-11.27,-10.6,,
official_all,-11.31,-10.63,,
official_all,-9.19,-8.98,,
official_all,-9.52,-9.28,,
official_all,-9.68,-9.46,,
official_all,-9.78,-9.59,,
official_all,-9.87,-9.68,,
official_all,-9.92,-9.74,,
official_all,-9.95,-9.82,,
official_all,-9.99,-9.9,,
official_all,-10.07,-9.96,,
official_all,-10.13,-10.03,,
official_all,-10.21,-10.09,,
official_all,-10.31,-10.17,,
official_all,-10.41,-10.24,,
official_all,-10.51,-10.33,,
official_all,-10.59,-10.4,,
official_all,-10.68,-10.43,,
official_all,-10.75,-10.46,,
official_all,-10.82,-10.49,,
official_all,-10.88,-10.5,,
official_all,-9.18,-9.23,,
official_all,-9.28,-9.32,,
official_all,-9.35,-9.38,,
official_all,-9.47,-9.48,,
official_all,-9.55,-9.57,,
official_all,-9.62,-9.61,,
official_all,-9.67,-9.64,,
official_all,-9.7,-9.68,,
official_all,-9.76,-9.73,,
official_all,-9.81,-9.76,,
official_all,-9.86,-9.8,,
official_all,-10.05,-9.92,,
official_all,-10.21,-10.02,,
official_all,-10.34,-10.11,,
official_all,-10.49,-10.19,,
official_all,-10.62,-10.27,,
official_all,-10.73,-10.35,,
official_all,-10.82,-10.42,,
official_all,-10.9,-10.47,,
official_all,-10.97,-10.52,,
official_all,-11.04,-10.55,,
official_all,-11.1,-10.58,,
official_all,-11.15,-10.62,,
official_all,-11.19,-10.65,,
official_all,-11.24,-10.67,,
official_all,-11.29,-10.72,,
official_all,-11.34,-10.76,,
official_all,-8.6,-8.74,,
official_all,-9.1,-9.19,,
official_all,-9.39,-9.38,,
official_all,-9.62,-9.52,,
official_all,-9.81,-9.62,,
official_all,-9.94,-9.7,,
official_all,-10.12,-9.82,,
official_all,-10.26,-9.91,,
official_all,-10.39,-9.98,,
official_all,-10.49,-10.05,,
official_all,-10.58,-10.1,,
official_all,-10.63,-10.14,,
official_all,-10.7,-10.18,,
official_all,-10.76,-10.23,,
official_all,-10.83,-10.27,,
official_all,-10.91,-10.35,,
official_all,-10.97,-10.41,,
official_all,-11.04,-10.48,,
official_all,-11.09,-10.49,,
official_all,-11.15,-10.52,,
official_all,-11.2,-10.54,,
official_all,-11.24,-10.55,,
official_all,-8.66,-8.75,,
official_all,-8.86,-8.94,,
official_all,-9.02,-9.05,,
official_all,-9.11,-9.1,,
official_all,-9.18,-9.18,,
official_all,-9.24,-9.19,,
official_all,-9.31,-9.26,,
official_all,-9.38,-9.31,,
official_all,-9.43,-9.36,,
official_all,-9.51,-9.41,,
official_all,-9.58,-9.47,,
official_all,-9.65,-9.51,,
official_all,-9.7,-9.56,,
official_all,-9.76,-9.6,,
official_all,-9.81,-9.64,,
official_all,-9.88,-9.67,,
official_all,-9.94,-9.7,,
official_all,-10.24,-10.06,,
official_all,-10.25,-10.04,,
official_all,-10.26,-10.07,,
official_all,-10.3,-10.12,,
official_all,-10.36,-10.16,,
official_all,-10.42,-10.21,,
official_all,-10.47,-10.24,,
official_all,-10.53,-10.26,,
official_all,-10.56,-10.27,,
official_all,-10.59,-10.29,,
official_all,-10.63,-10.31,,
official_all,-10.68,-10.34,,
official_all,-10.72,-10.35,,
official_all,-10.76,-10.37,,
official_all,-10.8,-10.39,,
official_all,-10.85,-10.41,,
official_all,-10.88,-10.43,,
official_all,-10.91,-10.45,,
official_all,-10.93,-10.46,,
official_all,-10.96,-10.48,,
official_all,-10.99,-10.5,,
official_all,-11.0,-10.52,,
official_all,-11.02,-10.54,,
official_all,-11.04,-10.57,,
official_all,-11.05,-10.58,,
official_all,-11.07,-10.6,,
official_all,-11.09,-10.62,,
official_all,-11.11,-10.64,,
official_all,-11.13,-10.66,,
official_all,-9.2,-9.74,,
official_all,-9.22,-9.58,,
official_all,-9.29,-9.6,,
official_all,-9.44,-9.65,,
official_all,-9.57,-9.72,,
official_all,-9.68,-9.75,,
official_all,-9.78,-9.8,,
official_all,-9.86,-9.84,,
official_all,-9.95,-9.87,,
official_all,-10.04,-9.91,,
official_all,-10.11,-9.95,,
official_all,-10.18,-9.99,,
official_all,-10.24,-10.04,,
official_all,-10.31,-10.08,,
official_all,-10.36,-10.13,,
official_all,-10.42,-10.17,,
official_all,-10.47,-10.19,,
official_all,-10.51,-10.21,,
official_all,-10.66,-10.14,,
official_all,-10.74,-10.17,,
official_all,-10.74,-10.16,,
official_all,-10.75,-10.21,,
official_all,-10.76,-10.25,,
official_all,-10.77,-10.27,,
official_all,-10.78,-10.29,,
official_all,-10.78,-10.32,,
official_all,-10.83,-10.35,,
official_all,-10.88,-10.42,,
official_all,-10.92,-10.46,,
official_all,-10.99,-10.49,,
official_all,-11.05,-10.53,,
official_all,-11.11,-10.57,,
official_all,-11.14,-10.59,,
official_all,-11.2,-10.6,,
official_all,-11.25,-10.64,,
official_all,-11.28,-10.67,,
official_all,-11.33,-10.68,,
official_all,-11.38,-10.69,,
official_all,-9.63,-9.64,,
official_all,-9.73,-9.64,,
official_all,-9.83,-9.73,,
official_all,-9.91,-9.82,,
official_all,-10.05,-9.93,,
official_all,-10.18,-10.02,,
official_all,-10.3,-10.09,,
official_all,-10.41,-10.16,,
official_all,-10.49,-10.21,,
official_all,-10.58,-10.26,,
official_all,-10.66,-10.28,,
official_all,-10.71,-10.31,,
official_all,-10.78,-10.34,,
official_all,-10.85,-10.37,,
official_all,-10.91,-10.4,,
official_all,-10.97,-10.43,,
official_all,-9.44,-9.4,,
official_all,-9.89,-9.63,,
official_all,-10.21,-9.87,,
official_all,-10.69,-10.3,,
official_all,-10.0,-9.75,,
official_all,-10.07,-9.69,,
official_all,-10.06,-9.68,,
official_all,-10.0,-9.69,,
official_all,-9.98,-9.72,,
official_all,-9.99,-9.76,,
official_all,-10.08,-9.8,,
official_all,-10.15,-9.86,,
official_all,-10.24,-9.91,,
official_all,-10.33,-9.94,,
official_all,-10.4,-9.98,,
official_all,-10.46,-10.02,,
official_all,-10.51,-10.07,,
official_all,-10.56,-10.11,,
official_all,-10.62,-10.16,,
official_all,-10.66,-10.19,,
official_all,-10.7,-10.23,,
official_all,-10.74,-10.23,,
official_all,-10.79,-10.26,,
official_all,-10.83,-10.32,,
official_all,-10.88,-10.4,,
official_all,-10.92,-10.41,,
official_all,-10.96,-10.43,,
official_all,-11.0,-10.44,,
official_all,-9.82,-9.77,,
official_all,-9.74,-9.79,,
official_all,-9.78,-9.83,,
official_all,-9.93,-9.91,,
official_all,-10.05,-10.0,,
official_all,-10.15,-10.09,,
official_all,-10.28,-10.17,,
official_all,-10.38,-10.23,,
official_all,-10.48,-10.3,,
official_all,-10.57,-10.31,,
official_all,-10.67,-10.34,,
official_all,-9.8,-9.92,,
official_all,-9.91,-9.82,,
official_all,-9.99,-9.84,,
