galaxy,subset,class,radial_index,radius_m,radius_kpc,v_obs_kms,g_N,A_B,C_B,nu_B,S_Psi,alpha_B,S_rad,sin_alpha_B_S_rad
NGC6946,calibration_24,bulge_rich_hsb,23,2.570369425382309e+20,8.33,178.0,5.035971513055854e-11,0.4881299198665259,0.13963031730573866,0.37774876211546293,0.5816647337610772,1.2917937696186028,0.654685145003244,0.6293688692476089
NGC6946,calibration_24,bulge_rich_hsb,24,2.684539495897489e+20,8.7,177.0,4.7314757250234196e-11,0.46037436127265163,0.12846070995002606,0.3613590839764339,0.5888565509950467,1.2954029143503745,0.6829647345962879,0.6572294577178436
NGC6946,calibration_24,bulge_rich_hsb,25,2.8017952439941615e+20,9.08,176.0,4.418750321098214e-11,0.4318686524465103,0.11698922131442924,0.3445264415633769,0.5947024909861367,1.2984911474462428,0.7127285037088381,0.6864669332571343
NGC6946,calibration_24,bulge_rich_hsb,26,2.8881942162759195e+20,9.36,173.0,4.188321076100695e-11,0.4108644459430379,0.10853654547767373,0.33212344189059817,0.6001008020229032,1.3011831043847677,0.7350372272437787,0.7084832650344738
NGC6946,calibration_24,bulge_rich_hsb,27,3.0023642867911007e+20,9.730000000000002,172.0,3.883825288068258e-11,0.38310888734916343,0.09736693812196102,0.31573376375156903,0.6057835522675219,1.30417353743922,0.7648649797142151,0.7378393986464998
NGC6946,calibration_24,bulge_rich_hsb,28,3.1165343573062805e+20,10.1,172.0,3.5793295000358236e-11,0.35535332875528924,0.08619733076624846,0.29934408561254,0.6110940089238258,1.3070196892758805,0.7948957444743368,0.767402040371662
NGC6946,calibration_24,bulge_rich_hsb,29,3.233790105402953e+20,10.48,170.0,3.266604096110618e-11,0.3268476199291479,0.07472584213065163,0.28251144319948307,0.6153968763894602,1.3095131187381024,0.8256894751412739,0.7976649920372954
NGC6946,calibration_24,bulge_rich_hsb,30,3.320189077684711e+20,10.76,171.0,3.036174851113099e-11,0.3058434134256755,0.06627316629389614,0.27010844352670427,0.6193623640340336,1.311648727384325,0.8481696454442161,0.819848211490689
NGC6946,calibration_24,bulge_rich_hsb,31,3.434359148199892e+20,11.13,174.0,2.8580694077894306e-11,0.2884847054545536,0.06133510464810202,0.2582817932497276,0.6236437703219447,1.3133061510746549,0.863246695829567,0.8347873175017485
NGC6946,calibration_24,bulge_rich_hsb,32,3.551614896296563e+20,11.509999999999998,174.0,2.717527951728347e-11,0.2741428221144812,0.058352968139061004,0.247665449663235,0.6276597026713505,1.3145913764260007,0.8737286171167056,0.8452089355957385
NGC6946,calibration_24,bulge_rich_hsb,33,3.6657849668117443e+20,11.88,175.0,2.5806849550372898e-11,0.26017835675704215,0.055449308906573666,0.2373284835395447,0.631428419984608,1.3157864698958641,0.8837068289324939,0.8551284652546524
NGC6946,calibration_24,bulge_rich_hsb,34,3.783040714908416e+20,12.26,174.0,2.4401434989762052e-11,0.24583647341696968,0.05246717239753263,0.226712139953052,0.6345380113300791,1.316735570915313,0.8936954217296504,0.8650076099833041
NGC6946,calibration_24,bulge_rich_hsb,35,3.869439687190174e+20,12.54,173.0,2.336586636615406e-11,0.23526876990323206,0.05026980865402872,0.21888957099458373,0.6374465392987553,1.3176552813690467,0.9008721959453999,0.8721618821013467
NGC6946,calibration_24,bulge_rich_hsb,36,3.983609757705355e+20,12.91,173.0,2.199743639924349e-11,0.22130430454579297,0.04736614942154138,0.20855260487089344,0.6405910880223483,1.3186174977608867,0.91009752788443,0.8813121181117927
NGC6946,calibration_24,bulge_rich_hsb,37,4.1008655058020264e+20,13.289999999999997,173.0,2.059202183863265e-11,0.2069624212057206,0.04438401291250036,0.19793626128440084,0.6435255227813785,1.3194990167278229,0.9192426439778626,0.8903698271035679
NGC6946,calibration_24,bulge_rich_hsb,38,4.2150355763172075e+20,13.66,175.0,1.9223591871722083e-11,0.1929979558482815,0.04148035368001302,0.18759929516071053,0.6462266005423264,1.3203011030585976,0.9278014153777515,0.8988445314917718
NGC6946,calibration_24,bulge_rich_hsb,39,4.329205646832388e+20,14.03,174.0,1.785516190481152e-11,0.1790334904908425,0.0385766944475257,0.17726232903702027,0.6484375459518358,1.3209296171049374,0.935994849751598,0.9069278944066841
NGC6946,calibration_24,bulge_rich_hsb,40,4.415604619114147e+20,14.31,171.0,1.681959328120352e-11,0.16846578697710482,0.036379330704021766,0.16943976007855194,0.6505571680401654,1.3215628886172686,0.9419379548063087,0.9128337556671863
NGC6946,calibration_24,bulge_rich_hsb,41,4.5328603672108184e+20,14.690000000000001,167.0,1.584163490378295e-11,0.15889531962380585,0.03465059215250176,0.16200194521970676,0.6528313160237783,1.322200278984373,0.9468489797168308,0.9177417153529436
NGC6946,calibration_24,bulge_rich_hsb,42,4.647030437725999e+20,15.06,165.0,1.5185905131088966e-11,0.15288626404680708,0.033836730665104627,0.15696455863329264,0.6550066935039037,1.3227990226680961,0.9495669108907936,0.9205158163942766
NGC6946,calibration_24,bulge_rich_hsb,43,4.764286185822671e+20,15.44,163.0,1.4512452932105955e-11,0.14671480156232186,0.033000872921291356,0.15179102646346193,0.6568365719830329,1.3232711081624775,0.9522971831065539,0.9232728074143225
NGC6946,calibration_24,bulge_rich_hsb,44,4.8506851581044294e+20,15.72,162.0,1.4016224996013207e-11,0.14216740815270112,0.03238497774163947,0.1479789501277972,0.6585752925506246,1.32375406959336,0.9542686320035265,0.9252969788748093
NGC6946,calibration_24,bulge_rich_hsb,45,4.96485522861961e+20,16.09,161.0,1.3360495223319221e-11,0.13615835257570236,0.03157111625424233,0.14294156354138307,0.6604925682705377,1.324258641404268,0.9568203736506699,0.9278891901221942
NGC6946,calibration_24,bulge_rich_hsb,46,5.0821109767162816e+20,16.47,159.0,1.2687043024336212e-11,0.12998689009121714,0.030735258510429055,0.13776803137155236,0.6623201830214699,1.3247267180264408,0.9593767637537991,0.9304777738069618
NGC6946,calibration_24,bulge_rich_hsb,47,5.196281047231462e+20,16.84,158.0,1.2031313251642226e-11,0.12397783451421836,0.02992139702303192,0.13273064478513824,0.6640393457832512,1.3251607419650318,0.9618021588387629,0.9329317087257906
NGC6946,calibration_24,bulge_rich_hsb,48,5.310451117746643e+20,17.21,157.0,1.1375583478948238e-11,0.11796877893721955,0.02910753553563478,0.12769325819872407,0.6655005679659219,1.3255052985107325,0.9641636190206946,0.9353030135478837
NGC6946,calibration_24,bulge_rich_hsb,49,5.3999357676098925e+20,17.5,157.0,1.0861633116566467e-11,0.11325897862011242,0.028469644099566756,0.12374503627964276,0.666904533282931,1.3258638460903642,0.9659691284077151,0.9371385240041696
NGC6946,calibration_24,bulge_rich_hsb,50,5.514105838125073e+20,17.87,157.0,1.0205903343872483e-11,0.10724992304311363,0.02765578261216962,0.11870764969322864,0.6684015003798247,1.3262197483230225,0.968213990204467,0.93939988528648
NGC6946,calibration_24,bulge_rich_hsb,51,5.628275908640253e+20,18.24,160.0,9.681103032332657e-12,0.10257386300885594,0.027009256905453836,0.11468838482728312,0.6698543457418622,1.326597785631293,0.9699542316583865,0.9411770594563825
NGC6946,calibration_24,bulge_rich_hsb,52,5.745531656736926e+20,18.62,159.0,9.328859648763552e-12,0.09967263409488654,0.026583923480729688,0.11201260731783273,0.6710928863291692,1.326952435100766,0.9710837047065884,0.9423562305935194
NGC6946,calibration_24,bulge_rich_hsb,53,5.831930629018683e+20,18.9,160.0,9.069311892449479e-12,0.09753488647406702,0.026270519904617165,0.11004098178455353,0.6722823780513758,1.3273074236263334,0.9719038742766,0.9432353762237163
NGC6946,calibration_24,bulge_rich_hsb,54,5.946100699533864e+20,19.27,158.0,8.72633807160588e-12,0.09471000568941265,0.025856379464754185,0.10743561947272028,0.6736121094918418,1.3276932757684459,0.972971852418585,0.9443622924714872
NGC6946,calibration_24,bulge_rich_hsb,55,6.063356447630536e+20,19.65,155.0,8.374094688036775e-12,0.09180877677544326,0.02543104604003004,0.1047598419632699,0.6748983726436477,1.3280617940020958,0.9740498284672398,0.9454949132805175
NGC6946,calibration_24,bulge_rich_hsb,56,6.177526518145717e+20,20.02,157.0,8.031120867193173e-12,0.08898389599078886,0.025016905600167054,0.10215447965143663,0.6761429209749976,1.328417203750221,0.9750809390337545,0.9465790331909326
NGC6946,calibration_24,bulge_rich_hsb,57,6.294782266242388e+20,20.4,154.0,7.678877483624074e-12,0.08608266707681951,0.024591572175442916,0.09947870214198629,0.6773617240331412,1.328761481866597,0.9761207892936263,0.9476690901754407
NGC7331,external_151,bulge_rich_hsb,0,8.23875914258195e+19,2.6699999999999995,221.0,4.944318552245103e-10,0.717643629345971,1.113664180660833,0.6418062095893257,0.09661028465389354,0.5504835975366879,0.12273604368638782,0.06420315652456328
NGC7331,external_151,bulge_rich_hsb,1,9.905025036587288e+19,3.21,237.0,4.814625778041979e-10,0.6892622371283195,1.060863066821443,0.6319252564462499,0.17441517324357037,0.6999750946324526,0.1298050308677258,0.08362022413754011
NGC7331,external_151,bulge_rich_hsb,2,1.1540434154777713e+20,3.74,249.0,4.687334721879656e-10,0.6614064262480318,1.0090397513864862,0.6222272839169348,0.2383982474131803,0.8055757405762625,0.13739055635615913,0.09909013267548213
NGC7331,external_151,bulge_rich_hsb,3,1.3175843272968136e+20,4.27,250.0,4.560043665717331e-10,0.6335506153677442,0.9572164359515294,0.6125293113876198,0.29285684808219364,0.8847672327779035,0.14570396428492063,0.1127410005085774
NGC7331,external_151,bulge_rich_hsb,4,1.4842109166973475e+20,4.81,253.0,4.39977959282215e-10,0.6215294068976549,0.9070505904572832,0.6042826957097717,0.33986008791339456,0.9489167170131947,0.15429361102778916,0.12540751724777996
NGC7331,external_151,bulge_rich_hsb,5,1.6508375060978814e+20,5.35,257.0,4.1924191949148794e-10,0.6347117247413778,0.8609444826839342,0.5985538431540308,0.3802838173928303,1.0028369971845592,0.16251663408362682,0.1370015928311187
NGC7331,external_151,bulge_rich_hsb,6,1.8143784179169237e+20,5.88,257.0,3.988898804376262e-10,0.6476499255879948,0.8156921917212028,0.5929310804604333,0.41541334919511125,1.0465440163798914,0.1713357801133357,0.14832511952316654
NGC7331,external_151,bulge_rich_hsb,7,1.9779193297359664e+20,6.41,257.0,3.7853784138376445e-10,0.6605881264346117,0.7704399007584714,0.5873083177668358,0.461087825111812,1.0939588651609309,0.18100013949329985,0.16080973303230178
NGC7331,external_151,bulge_rich_hsb,8,2.3080868309555426e+20,7.48,257.0,3.374497625391756e-10,0.6867086451249517,0.6790815020223909,0.5759567025174975,0.5111822214656274,1.150188685023469,0.2036155845686305,0.18586865372617364
NGC7331,external_151,bulge_rich_hsb,9,2.638254332175119e+20,8.55,255.0,2.9636168369458684e-10,0.7128291638152916,0.5877231032863104,0.5646050872681592,0.5520047164798214,1.1950581830562232,0.23157182986317912,0.21541668584020093
NGC7331,external_151,bulge_rich_hsb,10,2.968421833394695e+20,9.62,248.0,2.6147302234067933e-10,0.7247938393020762,0.5128564044736164,0.5525649016531227,0.5854145134730371,1.2278682945977393,0.26083342366181034,0.24564617969230418
NGC7331,external_151,bulge_rich_hsb,11,3.289332301869797e+20,10.66,247.0,2.3670348859680163e-10,0.7155504946993072,0.4644055168428183,0.5398470054659238,0.6136940689035673,1.2493526693474037,0.28513755217151293,0.27053289306310524
NGC7331,external_151,bulge_rich_hsb,12,3.622585480670865e+20,11.74,246.0,2.1098128047815937e-10,0.7059516368425856,0.4140911335339126,0.5266399594253711,0.638328352274714,1.2685913563305193,0.3143893446138582,0.3001420224520442
NGC7331,external_151,bulge_rich_hsb,13,3.958924337053424e+20,12.83,244.0,1.85020903765826e-10,0.6962639006723758,0.36331087630548,0.51331062592148,0.6594925413201599,1.2857901536438914,0.34905069846614745,0.33496996432290344
NGC7331,external_151,bulge_rich_hsb,14,4.292177515854492e+20,13.91,242.0,1.6032829221592356e-10,0.6843557255429596,0.3148444147070099,0.4995324369308623,0.6778386532624079,1.3008238468393665,0.38868914928107673,0.3746101428260046
NGC7331,external_151,bulge_rich_hsb,15,4.628516372237051e+20,15.0,238.0,1.4390611301110174e-10,0.6532744407506632,0.28118333093709785,0.48091202687510226,0.6937252387379385,1.3107724514893362,0.4251258824015151,0.4108347827110603
NGC7331,external_151,bulge_rich_hsb,16,4.961769551038118e+20,16.08,236.0,1.276345960008196e-10,0.622478305360131,0.24783106444947867,0.46246244626939514,0.7069801147923852,1.3196857131794877,0.4659559526604613,0.4513422012801532
NGC7331,external_151,bulge_rich_hsb,17,5.267251631605764e+20,17.07,233.0,1.1271903874139425e-10,0.5942485145854765,0.21725815350249428,0.4455503307141635,0.7187085815773243,1.3276152401015486,0.5081315216693635,0.4931807215826032
NGC7331,external_151,bulge_rich_hsb,18,5.600504810406831e+20,18.15,234.0,9.644752173111211e-11,0.5634523791949442,0.1839058870148751,0.42710075010845633,0.7295852882394085,1.335619855463099,0.5600786816212957,0.5446615279745718
NGC7331,external_151,bulge_rich_hsb,19,5.93684366678939e+20,19.24,236.0,8.532157624351134e-11,0.5232851780129384,0.1606331354092663,0.40365545150928267,0.7391190392664431,1.3408440379935767,0.6066472493890954,0.5906786382315354
NGC7331,external_151,bulge_rich_hsb,20,6.270096845590459e+20,20.32,237.0,7.577770746861804e-11,0.48094747315439695,0.14047685842765384,0.3790769584295095,0.7474798071830508,1.3450460625560887,0.652521990022559,0.6359651867711713
NGC7331,external_151,bulge_rich_hsb,21,6.606435701973017e+20,21.41,238.0,6.61454695384017e-11,0.4382177525101284,0.12013394925176726,0.35427088671010887,0.7548231092480252,1.3489983306915678,0.7014592280409864,0.6842759293219137
NGC7331,external_151,bulge_rich_hsb,22,6.939688880774084e+20,22.49,240.0,5.660160076350845e-11,0.395880047651587,0.09997767227015489,0.32969239363033576,0.7609931731485939,1.3526370032136439,0.7520952730494617,0.7342687243191601
NGC7331,external_151,bulge_rich_hsb,23,7.24517096134173e+20,23.48,238.0,4.975136663634119e-11,0.3607585404470151,0.08606847628437651,0.30757223259100014,0.7665015707322486,1.3552232798645631,0.7906871388212704,0.7723858751031386
NGC7331,external_151,bulge_rich_hsb,24,7.58150981772429e+20,24.570000000000004,237.0,4.4318201959932655e-11,0.3261868114904668,0.07582865232449075,0.28367335720400666,0.7715672896459017,1.3570196109608583,0.8229736831583296,0.8042400432644475
NGC7331,external_151,bulge_rich_hsb,25,7.914762996525357e+20,25.650000000000002,236.0,3.893488283101412e-11,0.29193225435920805,0.06568277170368654,0.2599937375545086,0.7760208672274659,1.3586627485508809,0.8541379317520638,0.8349915105158413
NGC7331,external_151,bulge_rich_hsb,26,8.251101852907915e+20,26.74,238.0,3.35017181546056e-11,0.25736052540265986,0.05544294774380082,0.23609486216751524,0.7799172391383897,1.360178774649366,0.8842530831938011,0.8647128527056711
NGC7331,external_151,bulge_rich_hsb,27,8.584355031708984e+20,27.82,239.0,2.86423032778661e-11,0.22593258988541703,0.046528011311047036,0.2138132701886066,0.7833307264437055,1.3614554805986347,0.9095183309979844,0.8896618262795272
NGC7331,external_151,bulge_rich_hsb,28,8.920693888091542e+20,28.91,239.0,2.5635866887093465e-11,0.20445379269071717,0.04198992973396645,0.19639006908409953,0.7862357048751321,1.3621705689207158,0.9238182073025379,0.9037865633180672
NGC7331,external_151,bulge_rich_hsb,29,9.223090291077697e+20,29.89,241.0,2.293283233392173e-11,0.18514258053401447,0.037909819692187555,0.18072517267821236,0.7888409844761004,1.3628130719323648,0.9358804117725871,0.9157115674515846
NGC7331,external_151,bulge_rich_hsb,30,9.559429147460255e+20,30.98,236.0,1.9926395943149094e-11,0.1636637833393146,0.033371738115106964,0.1633019715737053,0.7912509226697869,1.3634090251533506,0.948319699847999,0.9279993128412033
NGC7331,external_151,bulge_rich_hsb,31,9.892682326261324e+20,32.06,236.0,1.6947541537612894e-11,0.14238203932988713,0.02887529031396287,0.14603861635089088,0.7933599733058393,1.3639327817320732,0.959537204206141,0.9390798020430265
NGC7331,external_151,bulge_rich_hsb,32,1.0229021182643882e+21,33.15,239.0,1.5143605416422908e-11,0.12926630461208138,0.026568192936751066,0.13443246222164873,0.7952640871688019,1.3643143478154625,0.9655153860544388,0.9450061276287258
